Date,Rented,Hour,Temperature,Humidity(%),Wind_Speed,Visibility (10m),Dew point temperature(蚓),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
25/01/2018,165,7,-16.2,33,2.2,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes
25/01/2018,349,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,Winter,No Holiday,Yes
25/01/2018,187,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6,Winter,No Holiday,Yes
25/01/2018,105,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6,Winter,No Holiday,Yes
25/01/2018,122,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6,Winter,No Holiday,Yes
25/01/2018,142,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6,Winter,No Holiday,Yes
25/01/2018,130,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6,Winter,No Holiday,Yes
25/01/2018,160,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5,Winter,No Holiday,Yes
25/01/2018,130,15,-9.7,28,3.7,2000,-24.8,1,0,0.5,Winter,No Holiday,Yes
25/01/2018,152,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5,Winter,No Holiday,Yes
25/01/2018,170,17,-10.9,32,4,2000,-24.4,0.28,0,0.5,Winter,No Holiday,Yes
25/01/2018,288,18,-11.8,33,4,2000,-24.8,0.04,0,0.5,Winter,No Holiday,Yes
25/01/2018,178,19,-12.7,33,3.7,2000,-25.6,0,0,0.5,Winter,No Holiday,Yes
25/01/2018,141,20,-13.5,33,2.4,2000,-26.3,0,0,0.5,Winter,No Holiday,Yes
25/01/2018,137,21,-14.1,35,2.2,2000,-26.2,0,0,0.5,Winter,No Holiday,Yes
25/01/2018,113,22,-14.6,35,2.5,2000,-26.7,0,0,0.5,Winter,No Holiday,Yes
25/01/2018,79,23,-14.9,35,2.8,2000,-26.9,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,68,0,-15.1,34,1.7,2000,-27.4,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,93,1,-15.3,34,1.7,2000,-27.6,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,54,2,-15.6,33,2.2,2000,-28.2,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,41,3,-15.9,34,2.9,2000,-28.2,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,24,4,-16.4,36,1.5,2000,-28,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,36,5,-16.9,38,2.3,2000,-27.9,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,64,6,-17.4,40,1.6,2000,-27.7,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,142,7,-17.5,38,3.4,2000,-28.4,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,322,8,-17.8,40,2.5,2000,-28.1,0,0,0.5,Winter,No Holiday,Yes
26/01/2018,149,9,-17.5,37,3.8,1941,-28.7,0.21,0,0.5,Winter,No Holiday,Yes
26/01/2018,96,10,-16.5,33,3.4,1703,-29,0.62,0,0.5,Winter,No Holiday,Yes
26/01/2018,93,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5,Winter,No Holiday,Yes
26/01/2018,111,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5,Winter,No Holiday,Yes
26/01/2018,115,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5,Winter,No Holiday,Yes
26/01/2018,116,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4,Winter,No Holiday,Yes
26/01/2018,140,15,-11.4,27,3.3,1805,-26.7,0,0,0.4,Winter,No Holiday,Yes
26/01/2018,147,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4,Winter,No Holiday,Yes
26/01/2018,196,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3,Winter,No Holiday,Yes
26/01/2018,305,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3,Winter,No Holiday,Yes
26/01/2018,171,19,-13.2,33,2.4,1863,-26.1,0,0,0.3,Winter,No Holiday,Yes
26/01/2018,121,20,-13.7,35,1.7,1878,-25.9,0,0,0.3,Winter,No Holiday,Yes
26/01/2018,130,21,-14.1,36,1.8,1869,-25.9,0,0,0.3,Winter,No Holiday,Yes
26/01/2018,108,22,-14.6,40,1.8,1746,-25.2,0,0,0.3,Winter,No Holiday,Yes
26/01/2018,89,23,-14.4,38,2.7,1738,-25.6,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,80,0,-15,42,1.2,1766,-25,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,94,1,-15.1,43,0.8,1905,-24.9,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,75,2,-15.3,43,0.6,1867,-25,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,41,3,-15.3,43,0.8,1963,-25,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,36,4,-15.3,47,0.8,1868,-24,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,25,5,-15.4,45,0.8,2000,-24.6,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,33,6,-15.3,47,0.7,1921,-24,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,57,7,-15.7,53,1.3,1629,-23.1,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,84,8,-15.9,58,0.9,1369,-22.2,0,0,0.3,Winter,No Holiday,Yes
27/01/2018,105,9,-15.1,49,1.1,1401,-23.4,0.2,0,0.3,Winter,No Holiday,Yes
27/01/2018,96,10,-12.3,35,0.6,1497,-24.6,0.6,0,0.3,Winter,No Holiday,Yes
27/01/2018,125,11,-9.6,33,1.1,1748,-22.9,0.9,0,0.3,Winter,No Holiday,Yes
27/01/2018,145,12,-7.7,32,2.5,1763,-21.5,1.13,0,0.3,Winter,No Holiday,Yes
27/01/2018,189,13,-6.6,27,2.1,1889,-22.5,1.24,0,0.3,Winter,No Holiday,Yes
01/02/2018,168,10,-5,41,0.5,1799,-16.2,0.64,0,1.5,Winter,No Holiday,Yes
01/02/2018,194,11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4,Winter,No Holiday,Yes
01/02/2018,240,12,-1.1,31,1.3,1869,-16.1,1.2,0,1.3,Winter,No Holiday,Yes
01/02/2018,233,13,0.3,28,3.1,1988,-16.1,1.3,0,1,Winter,No Holiday,Yes
01/02/2018,256,14,0.8,23,3.2,2000,-18,1.29,0,0.5,Winter,No Holiday,Yes
01/02/2018,293,15,0.7,25,3,1987,-17.1,1.12,0,0,Winter,No Holiday,Yes
01/02/2018,268,16,1.1,26,2.1,1957,-16.3,0.82,0,0,Winter,No Holiday,Yes
01/02/2018,341,17,0.3,26,2.4,1977,-17,0.45,0,0,Winter,No Holiday,Yes
01/02/2018,542,18,-1,28,1.9,2000,-17.2,0.08,0,0,Winter,No Holiday,Yes
01/02/2018,344,19,-1.8,32,1.5,2000,-16.3,0,0,0,Winter,No Holiday,Yes
01/02/2018,263,20,-2.4,36,1,2000,-15.4,0,0,0,Winter,No Holiday,Yes
01/02/2018,257,21,-3.2,47,1.8,1917,-12.9,0,0,0,Winter,No Holiday,Yes
01/02/2018,235,22,-3.9,52,1.2,1871,-12.3,0,0,0,Winter,No Holiday,Yes
01/02/2018,143,23,-4.5,55,0.4,1908,-12.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,138,0,-4.9,56,1.1,1982,-12.3,0,0,0,Winter,No Holiday,Yes
02/02/2018,159,1,-5.2,56,0.9,1973,-12.6,0,0,0,Winter,No Holiday,Yes
02/02/2018,102,2,-5.7,59,0.3,1951,-12.4,0,0,0,Winter,No Holiday,Yes
02/02/2018,65,3,-6.3,63,0.9,1425,-12.2,0,0,0,Winter,No Holiday,Yes
02/02/2018,47,4,-6.7,65,1.1,1705,-12.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,48,5,-6.8,61,0.2,1724,-13,0,0,0,Winter,No Holiday,Yes
02/02/2018,115,6,-7,62,1.3,1830,-13,0,0,0,Winter,No Holiday,Yes
02/02/2018,267,7,-7.4,62,1.5,1909,-13.4,0,0,0,Winter,No Holiday,Yes
02/02/2018,558,8,-7.4,58,2.2,1882,-14.2,0.01,0,0,Winter,No Holiday,Yes
02/02/2018,280,9,-6.5,54,1.2,1541,-14.2,0.22,0,0,Winter,No Holiday,Yes
02/02/2018,187,10,-4.1,43,1.2,1187,-14.8,0.59,0,0,Winter,No Holiday,Yes
02/02/2018,234,11,-1.4,37,1,1317,-14.2,0.91,0,0,Winter,No Holiday,Yes
02/02/2018,303,12,0.9,37,1.5,1283,-12.1,1.12,0,0,Winter,No Holiday,Yes
02/02/2018,294,13,1.6,29,2.2,1662,-14.5,1.2,0,0,Winter,No Holiday,Yes
02/02/2018,293,14,3.2,26,2.2,1499,-14.5,1.16,0,0,Winter,No Holiday,Yes
02/02/2018,310,15,3.6,26,2.4,1687,-14.1,0.99,0,0,Winter,No Holiday,Yes
02/02/2018,330,16,2.9,26,3,1968,-14.7,0.69,0,0,Winter,No Holiday,Yes
02/02/2018,382,17,2,25,2.3,1998,-16,0.34,0,0,Winter,No Holiday,Yes
02/02/2018,592,18,0.5,37,3,1733,-12.5,0.06,0,0,Winter,No Holiday,Yes
02/02/2018,379,19,-0.5,43,2.5,1666,-11.5,0,0,0,Winter,No Holiday,Yes
02/02/2018,241,20,-1.3,51,2.4,1481,-10.1,0,0,0,Winter,No Holiday,Yes
02/02/2018,225,21,-2,61,1.7,1655,-8.5,0,0,0,Winter,No Holiday,Yes
02/02/2018,227,22,-2.4,63,1.3,1523,-8.4,0,0,0,Winter,No Holiday,Yes
02/02/2018,178,23,-2.6,69,2,1434,-7.5,0,0,0,Winter,No Holiday,Yes
03/02/2018,182,0,-2.5,69,2.2,1366,-7.4,0,0,0,Winter,No Holiday,Yes
03/02/2018,184,1,-2.3,71,3.2,1078,-6.8,0,0,0,Winter,No Holiday,Yes
03/02/2018,123,2,-3.4,82,4.2,184,-6,0,0,0,Winter,No Holiday,Yes
03/02/2018,60,3,-4.4,80,4.3,346,-7.3,0,0.1,0.1,Winter,No Holiday,Yes
03/02/2018,35,4,-5.6,74,4,387,-9.5,0,0,0.2,Winter,No Holiday,Yes
03/02/2018,31,5,-6.3,65,3.9,1521,-11.8,0,0,0.3,Winter,No Holiday,Yes
03/02/2018,33,6,-7.8,57,4.8,1867,-14.8,0,0.4,0.3,Winter,No Holiday,Yes
03/02/2018,67,7,-8.8,58,4,1942,-15.5,0,0,0.3,Winter,No Holiday,Yes
03/02/2018,116,8,-9.5,56,3.5,1979,-16.6,0.01,0,0.3,Winter,No Holiday,Yes
03/02/2018,168,9,-9.4,47,3.3,1995,-18.6,0.42,0,0.3,Winter,No Holiday,Yes
03/02/2018,144,10,-8.5,43,4,1797,-18.8,1.09,0,0.2,Winter,No Holiday,Yes
03/02/2018,195,11,-7.7,41,4.6,1984,-18.7,1.65,0,0.2,Winter,No Holiday,Yes
03/02/2018,192,12,-6,38,3.4,1930,-18,2.04,0,0,Winter,No Holiday,Yes
03/02/2018,229,13,-5.8,38,3.7,1961,-17.8,2.25,0,0,Winter,No Holiday,Yes
03/02/2018,196,14,-5,31,4,2000,-19.5,2.18,0,0,Winter,No Holiday,Yes
03/02/2018,210,15,-4.5,31,4.3,1979,-19.1,1.91,0,0,Winter,No Holiday,Yes
03/02/2018,205,16,-4.2,31,3.5,1974,-18.8,1.42,0,0,Winter,No Holiday,Yes
03/02/2018,211,17,-5.6,32,4.6,2000,-19.7,0.53,0,0,Winter,No Holiday,Yes
03/02/2018,175,18,-6.6,36,4.4,2000,-19.2,0.15,0,0,Winter,No Holiday,Yes
03/02/2018,135,19,-7.6,32,4.8,2000,-21.4,0,0,0,Winter,No Holiday,Yes
03/02/2018,109,20,-8.5,31,4.1,2000,-22.6,0,0,0,Winter,No Holiday,Yes
03/02/2018,107,21,-9.1,38,2.7,2000,-20.8,0,0,0,Winter,No Holiday,Yes
03/02/2018,92,22,-9.7,45,3,2000,-19.4,0,0,0,Winter,No Holiday,Yes
03/02/2018,91,23,-10,48,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes
04/02/2018,98,0,-10.4,49,2.4,2000,-19,0,0,0,Winter,No Holiday,Yes
04/02/2018,90,1,-10.5,48,3.1,2000,-19.4,0,0,0,Winter,No Holiday,Yes
04/02/2018,60,2,-10.5,49,2,2000,-19.1,0,0,0,Winter,No Holiday,Yes
04/02/2018,54,3,-10.6,47,3.7,2000,-19.7,0,0,0,Winter,No Holiday,Yes
04/02/2018,35,4,-11.2,47,2.3,2000,-20.3,0,0,0,Winter,No Holiday,Yes
04/02/2018,21,5,-11.5,51,3.3,1996,-19.6,0,0,0,Winter,No Holiday,Yes
04/02/2018,23,6,-11.8,54,2.4,1917,-19.2,0,0,0,Winter,No Holiday,Yes
04/02/2018,34,7,-12.4,54,2.5,1790,-19.8,0,0,0,Winter,No Holiday,Yes
04/02/2018,70,8,-12.8,56,2.4,1507,-19.7,0.02,0,0,Winter,No Holiday,Yes
04/02/2018,97,9,-12.4,51,3.8,1415,-20.4,0.38,0,0,Winter,No Holiday,Yes
04/02/2018,103,10,-11.2,43,3.5,1359,-21.3,1.04,0,0,Winter,No Holiday,Yes
04/02/2018,115,11,-9.7,37,2.8,1436,-21.6,1.57,0,0,Winter,No Holiday,Yes
04/02/2018,165,12,-8.3,32,1.8,1295,-22.1,1.99,0,0,Winter,No Holiday,Yes
04/02/2018,152,13,-8.3,34,4,1561,-21.4,2.22,0,0,Winter,No Holiday,Yes
04/02/2018,177,14,-7.4,33,4,1713,-20.9,2.17,0,0,Winter,No Holiday,Yes
04/02/2018,190,15,-6.4,30,4.9,1939,-21.1,1.89,0,0,Winter,No Holiday,Yes
04/02/2018,181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,Winter,No Holiday,Yes
04/02/2018,184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,Winter,No Holiday,Yes
04/02/2018,154,18,-7,26,4.1,2000,-23.3,0.16,0,0,Winter,No Holiday,Yes
04/02/2018,124,19,-7.7,31,3.3,2000,-21.9,0,0,0,Winter,No Holiday,Yes
04/02/2018,98,20,-8.2,28,3.5,2000,-23.5,0,0,0,Winter,No Holiday,Yes
04/02/2018,107,21,-8.9,35,3.2,2000,-21.6,0,0,0,Winter,No Holiday,Yes
04/02/2018,78,22,-9.7,45,1.3,2000,-19.4,0,0,0,Winter,No Holiday,Yes
04/02/2018,77,23,-10.3,48,2,2000,-19.2,0,0,0,Winter,No Holiday,Yes
05/02/2018,82,0,-10.5,52,2.4,2000,-18.4,0,0,0,Winter,No Holiday,Yes
05/02/2018,52,1,-11.2,54,1,2000,-18.6,0,0,0,Winter,No Holiday,Yes
05/02/2018,39,2,-11.2,55,1.5,2000,-18.4,0,0,0,Winter,No Holiday,Yes
05/02/2018,33,3,-11.3,54,0.6,2000,-18.7,0,0,0,Winter,No Holiday,Yes
05/02/2018,20,4,-11.7,51,1.2,2000,-19.8,0,0,0,Winter,No Holiday,Yes
05/02/2018,37,5,-11.6,45,2.4,2000,-21.1,0,0,0,Winter,No Holiday,Yes
05/02/2018,110,6,-11.5,40,2.3,2000,-22.4,0,0,0,Winter,No Holiday,Yes
05/02/2018,227,7,-11.6,44,1.6,2000,-21.4,0,0,0,Winter,No Holiday,Yes
05/02/2018,433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,Winter,No Holiday,Yes
05/02/2018,216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,Winter,No Holiday,Yes
05/02/2018,123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,Winter,No Holiday,Yes
05/02/2018,156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,Winter,No Holiday,Yes
05/02/2018,157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,Winter,No Holiday,Yes
05/02/2018,169,13,-7,25,4.2,1999,-23.7,2.29,0,0,Winter,No Holiday,Yes
05/02/2018,170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,Winter,No Holiday,Yes
05/02/2018,169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,Winter,No Holiday,Yes
05/02/2018,199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,Winter,No Holiday,Yes
05/02/2018,225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,Winter,No Holiday,Yes
05/02/2018,388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,Winter,No Holiday,Yes
05/02/2018,246,19,-8.3,29,4.1,2000,-23.2,0,0,0,Winter,No Holiday,Yes
05/02/2018,206,20,-9.1,35,3.8,2000,-21.7,0,0,0,Winter,No Holiday,Yes
05/02/2018,177,21,-9.8,41,3.9,1949,-20.6,0,0,0,Winter,No Holiday,Yes
05/02/2018,183,22,-10.3,43,3.7,1876,-20.5,0,0,0,Winter,No Holiday,Yes
05/02/2018,115,23,-10.5,47,2.8,1794,-19.6,0,0,0,Winter,No Holiday,Yes
06/02/2018,126,0,-10.6,47,3.5,1803,-19.7,0,0,0,Winter,No Holiday,Yes
06/02/2018,87,1,-10.9,36,3.3,2000,-23,0,0,0,Winter,No Holiday,Yes
06/02/2018,59,2,-11.2,36,2.9,1981,-23.3,0,0,0,Winter,No Holiday,Yes
06/02/2018,36,3,-11.6,35,3.2,1992,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,32,4,-12,36,2.7,1998,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,40,5,-12.3,37,2.9,2000,-24,0,0,0,Winter,No Holiday,Yes
06/02/2018,94,6,-12.5,40,3.4,1991,-23.3,0,0,0,Winter,No Holiday,Yes
06/02/2018,213,7,-12.7,41,3.7,1982,-23.2,0,0,0,Winter,No Holiday,Yes
06/02/2018,438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,Winter,No Holiday,Yes
06/02/2018,217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,Winter,No Holiday,Yes
06/02/2018,128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,Winter,No Holiday,Yes
06/02/2018,175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,Winter,No Holiday,Yes
06/02/2018,172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,Winter,No Holiday,Yes
06/02/2018,165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,Winter,No Holiday,Yes
06/02/2018,147,14,-7,26,4.4,1986,-23.3,2.24,0,0,Winter,No Holiday,Yes
06/02/2018,171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,Winter,No Holiday,Yes
06/02/2018,175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,Winter,No Holiday,Yes
06/02/2018,227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,Winter,No Holiday,Yes
06/02/2018,392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,Winter,No Holiday,Yes
06/02/2018,251,19,-8.4,37,4,2000,-20.5,0,0,0,Winter,No Holiday,Yes
06/02/2018,193,20,-9.6,34,2.6,2000,-22.5,0,0,0,Winter,No Holiday,Yes
06/02/2018,175,21,-10.6,39,3.1,2000,-21.9,0,0,0,Winter,No Holiday,Yes
06/02/2018,169,22,-11.1,43,1.8,1960,-21.2,0,0,0,Winter,No Holiday,Yes
06/02/2018,106,23,-11.8,46,1.1,1860,-21.1,0,0,0,Winter,No Holiday,Yes
07/02/2018,116,0,-12.3,47,0.4,1848,-21.3,0,0,0,Winter,No Holiday,Yes
07/02/2018,96,1,-12.3,47,1.9,1837,-21.3,0,0,0,Winter,No Holiday,Yes
07/02/2018,83,2,-12.5,50,1,1722,-20.8,0,0,0,Winter,No Holiday,Yes
07/02/2018,51,3,-12.5,49,1.5,1885,-21,0,0,0,Winter,No Holiday,Yes
07/02/2018,34,4,-13.1,54,0.7,1369,-20.4,0,0,0,Winter,No Holiday,Yes
07/02/2018,45,5,-13,53,0.7,1810,-20.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,92,6,-13.2,50,0.5,1873,-21.4,0,0,0,Winter,No Holiday,Yes
07/02/2018,214,7,-13.2,56,0.9,1665,-20.1,0,0,0,Winter,No Holiday,Yes
07/02/2018,469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,Winter,No Holiday,Yes
07/02/2018,237,9,-12,50,1.3,1523,-20.3,0.43,0,0,Winter,No Holiday,Yes
07/02/2018,155,10,-9.6,39,0.7,1580,-21,1.06,0,0,Winter,No Holiday,Yes
07/02/2018,176,11,-7,28,3.3,1829,-22.4,1.56,0,0,Winter,No Holiday,Yes
07/02/2018,188,12,-6,24,2.6,1964,-23.3,1.97,0,0,Winter,No Holiday,Yes
07/02/2018,228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,Winter,No Holiday,Yes
07/02/2018,199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,Winter,No Holiday,Yes
07/02/2018,221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,Winter,No Holiday,Yes
07/02/2018,240,16,-1.7,18,2,1919,-22.9,1.41,0,0,Winter,No Holiday,Yes
07/02/2018,320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,Winter,No Holiday,Yes
07/02/2018,448,18,-4,27,2.5,2000,-20.2,0.16,0,0,Winter,No Holiday,Yes
07/02/2018,280,19,-5.2,33,2.6,2000,-19,0,0,0,Winter,No Holiday,Yes
07/02/2018,218,20,-5.8,44,2.1,1994,-16.1,0,0,0,Winter,No Holiday,Yes
07/02/2018,223,21,-6.3,48,2.2,1965,-15.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,200,22,-6.8,50,1.7,1856,-15.5,0,0,0,Winter,No Holiday,Yes
07/02/2018,164,23,-7.6,50,1,1839,-16.2,0,0,0,Winter,No Holiday,Yes
08/02/2018,136,0,-8.2,50,1.1,1850,-16.8,0,0,0,Winter,No Holiday,Yes
08/02/2018,126,1,-8.5,60,1.2,1908,-14.8,0,0,0,Winter,No Holiday,Yes
08/02/2018,103,2,-8.3,65,0.4,1750,-13.7,0,0,0,Winter,No Holiday,Yes
08/02/2018,57,3,-8.6,64,0.9,1754,-14.1,0,0,0,Winter,No Holiday,Yes
08/02/2018,46,4,-9,54,0.6,1833,-16.6,0,0,0,Winter,No Holiday,Yes
08/02/2018,39,5,-9,56,0.4,1678,-16.1,0,0,0,Winter,No Holiday,Yes
08/02/2018,99,6,-9.3,61,0.7,1684,-15.4,0,0,0,Winter,No Holiday,Yes
08/02/2018,255,7,-9.6,67,1,1503,-14.5,0,0,0,Winter,No Holiday,Yes
08/02/2018,507,8,-9.7,65,0.8,1508,-15,0.02,0,0,Winter,No Holiday,Yes
08/02/2018,270,9,-8.5,55,1,1482,-15.9,0.4,0,0,Winter,No Holiday,Yes
08/02/2018,160,10,-6.3,46,1.3,1346,-16,1.01,0,0,Winter,No Holiday,Yes
08/02/2018,217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,Winter,No Holiday,Yes
08/02/2018,253,12,-1.5,35,1.2,1551,-15,1.9,0,0,Winter,No Holiday,Yes
08/02/2018,270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,Winter,No Holiday,Yes
08/02/2018,253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,Winter,No Holiday,Yes
08/02/2018,286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,Winter,No Holiday,Yes
08/02/2018,284,16,2,25,2.3,1755,-16,1.3,0,0,Winter,No Holiday,Yes
08/02/2018,337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,Winter,No Holiday,Yes
08/02/2018,564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,Winter,No Holiday,Yes
08/02/2018,378,19,-1.8,35,1.4,1558,-15.2,0,0,0,Winter,No Holiday,Yes
08/02/2018,277,20,-2.8,40,1.5,1593,-14.5,0,0,0,Winter,No Holiday,Yes
08/02/2018,268,21,-3.3,42,1.1,1596,-14.4,0,0,0,Winter,No Holiday,Yes
08/02/2018,233,22,-3.9,41,0.4,1462,-15.2,0,0,0,Winter,No Holiday,Yes
08/02/2018,195,23,-4.3,44,0.7,1247,-14.7,0,0,0,Winter,No Holiday,Yes
09/02/2018,178,0,-4.6,38,0.1,1551,-16.7,0,0,0,Winter,No Holiday,Yes
09/02/2018,159,1,-4.8,44,1.1,1432,-15.2,0,0,0,Winter,No Holiday,Yes
09/02/2018,107,2,-5.1,47,0.9,1460,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,78,3,-5.2,48,0.7,1309,-14.5,0,0,0,Winter,No Holiday,Yes
09/02/2018,46,4,-4.4,47,0.9,1343,-14,0,0,0,Winter,No Holiday,Yes
09/02/2018,36,5,-4.2,44,1.1,1196,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,117,6,-4,41,0.8,1242,-15.3,0,0,0,Winter,No Holiday,Yes
09/02/2018,273,7,-3.6,42,0.9,1258,-14.6,0,0,0,Winter,No Holiday,Yes
09/02/2018,589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,Winter,No Holiday,Yes
09/02/2018,308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,Winter,No Holiday,Yes
09/02/2018,199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,Winter,No Holiday,Yes
09/02/2018,238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,Winter,No Holiday,Yes
09/02/2018,260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,Winter,No Holiday,Yes
09/02/2018,268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,Winter,No Holiday,Yes
09/02/2018,283,14,4,25,0.9,1009,-14.3,1.06,0,0,Winter,No Holiday,Yes
09/02/2018,315,15,5,24,1,1037,-13.9,1.16,0,0,Winter,No Holiday,Yes
09/02/2018,319,16,6,28,1.7,1183,-11.1,1.03,0,0,Winter,No Holiday,Yes
09/02/2018,422,17,4.8,38,3,1582,-8.3,0.47,0,0,Winter,No Holiday,Yes
09/02/2018,659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,Winter,No Holiday,Yes
09/02/2018,407,19,3.3,58,1.7,1024,-4.1,0,0,0,Winter,No Holiday,Yes
09/02/2018,308,20,3,61,1.9,842,-3.8,0,0,0,Winter,No Holiday,Yes
09/02/2018,243,21,2.9,63,1,786,-3.4,0,0,0,Winter,No Holiday,Yes
09/02/2018,263,22,2.5,66,1.1,759,-3.2,0,0,0,Winter,No Holiday,Yes
09/02/2018,193,23,2,70,0.7,689,-2.9,0,0,0,Winter,No Holiday,Yes
10/02/2018,197,0,1.5,71,1.1,590,-3.1,0,0,0,Winter,No Holiday,Yes
10/02/2018,237,1,1.7,71,1.2,584,-3,0,0,0,Winter,No Holiday,Yes
10/02/2018,169,2,1.9,71,1.5,584,-2.8,0,0,0,Winter,No Holiday,Yes
10/02/2018,145,3,2,71,1.2,534,-2.7,0,0,0,Winter,No Holiday,Yes
10/02/2018,79,4,1.9,74,1.2,514,-2.2,0,0,0,Winter,No Holiday,Yes
10/02/2018,41,5,1.8,75,2,484,-2.1,0,0,0,Winter,No Holiday,Yes
10/02/2018,48,6,1.6,78,1.6,448,-1.8,0,0,0,Winter,No Holiday,Yes
10/02/2018,97,7,1.6,81,1.4,393,-1.3,0,0,0,Winter,No Holiday,Yes
10/02/2018,188,8,1.6,82,1.3,349,-1.1,0.01,0,0,Winter,No Holiday,Yes
10/02/2018,222,9,1.6,78,2,260,-1.8,0.17,0,0,Winter,No Holiday,Yes
10/02/2018,223,10,1.8,73,2.8,270,-2.5,0.69,0,0,Winter,No Holiday,Yes
10/02/2018,235,11,2.6,62,2.9,294,-3.9,1.12,0,0,Winter,No Holiday,Yes
10/02/2018,248,12,2.9,53,4.7,354,-5.7,1.37,0,0,Winter,No Holiday,Yes
