Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
11,83,High,Low,Yes,5,67,Medium,1,Medium,Medium,Public,Positive,2,Postgraduate,Male,66
27,63,Medium,High,No,6,51,Low,0,Low,Medium,Public,Positive,2,Postgraduate,Male,64
22,65,Medium,Medium,Yes,7,95,Low,3,Low,Medium,Public,Positive,2,High School,Female,65
18,84,Medium,High,No,6,71,Medium,4,Medium,Low,Public,Positive,2,High School,Female,69
24,71,Medium,Low,No,9,80,Medium,2,Medium,High,Private,Positive,3,High School,Female,66
34,63,Medium,High,Yes,10,60,Low,1,Medium,Medium,Public,Negative,4,High School,Female,67
21,77,Medium,Low,Yes,6,57,Medium,4,Low,Medium,Public,Negative,5,High School,Male,65
21,82,Low,Low,Yes,6,54,High,3,Low,Medium,Public,Negative,2,College,Male,65
17,73,High,Medium,No,5,90,High,1,Low,Medium,Private,Positive,4,High School,Male,67
15,89,Low,Medium,Yes,9,82,Low,1,Medium,Medium,Public,Neutral,3,College,Male,66
25,86,Medium,Medium,Yes,7,81,Low,1,High,Low,Public,Positive,1,High School,Male,69
15,73,Medium,High,No,7,96,Low,1,Low,Medium,Public,Negative,2,College,Male,64
20,90,Medium,Medium,Yes,7,58,High,1,High,High,Private,Neutral,4,High School,Male,70
17,86,High,Medium,Yes,7,59,Low,3,Low,Medium,Public,Positive,3,Postgraduate,Male,68
23,85,High,Low,Yes,6,59,Low,1,Medium,Medium,Public,Negative,1,,Male,68
22,82,High,Medium,Yes,7,71,Low,1,High,,Private,Positive,3,High School,Female,69
26,60,Medium,Medium,Yes,7,94,High,3,High,Medium,Public,Positive,2,High School,Female,68
17,88,Medium,Medium,Yes,8,94,Medium,5,Medium,Medium,Public,Neutral,2,College,Female,70
18,75,High,Medium,Yes,5,80,Medium,2,Low,High,Public,Neutral,3,High School,Female,67
14,98,High,High,Yes,7,83,Medium,3,Low,Medium,Public,Positive,3,College,Male,72
17,93,High,Low,No,6,95,Medium,1,Low,Medium,Public,Neutral,4,High School,Male,69
22,84,High,Medium,No,7,81,Medium,1,Medium,Low,Private,Positive,3,High School,Male,69
25,70,Low,Medium,Yes,8,61,Low,3,Low,Medium,Public,Positive,4,College,Female,64
14,68,Low,Medium,Yes,6,85,Medium,2,Medium,Medium,Public,Neutral,3,High School,Female,63
25,74,High,High,Yes,9,88,Medium,3,Medium,High,Public,Neutral,3,High School,Male,70
28,79,High,Medium,Yes,4,82,Medium,0,Medium,Medium,Private,Positive,3,High School,Male,70
22,72,High,Medium,Yes,9,64,Low,1,Medium,Medium,Public,Negative,2,College,Female,66
31,81,Medium,Medium,No,9,70,Low,1,Low,Medium,Public,Neutral,4,Postgraduate,Female,70
15,67,Medium,High,Yes,6,74,High,0,High,Medium,Public,Positive,2,Postgraduate,Female,66
13,99,Medium,Medium,Yes,6,57,Medium,1,Low,Medium,Public,Negative,5,College,Male,68
9,64,Medium,Medium,No,5,73,Medium,1,Medium,Medium,Public,Positive,4,College,Male,61
29,97,Medium,Medium,No,8,58,Medium,1,High,Medium,Private,Negative,4,College,Female,72
24,97,High,Low,No,7,75,Low,1,Medium,Medium,Public,Negative,2,High School,Female,69
20,81,Medium,Low,Yes,6,53,Low,0,Medium,Low,Public,Neutral,4,,Female,63
22,89,Medium,High,Yes,5,97,Medium,2,Medium,Medium,Private,Neutral,5,High School,Male,72
13,77,Medium,Medium,Yes,10,62,Medium,1,High,Medium,Private,Neutral,4,College,Male,65
35,85,Medium,High,Yes,6,73,High,1,High,Medium,Public,Negative,5,High School,Female,74
21,74,Medium,Low,Yes,7,52,Low,1,High,Medium,Public,Negative,4,High School,Male,62
21,72,High,Medium,No,7,60,Low,0,Low,Medium,Private,Neutral,4,Postgraduate,Male,65
24,83,Low,High,No,6,85,Low,1,Low,High,Public,Neutral,4,High School,Female,68
23,80,Medium,Low,Yes,6,56,Medium,3,Medium,Medium,Public,Positive,2,,Male,66
21,83,High,Medium,Yes,6,81,Low,3,High,Medium,Public,Negative,4,Postgraduate,Male,71
15,71,Medium,High,No,8,50,Low,1,Medium,Medium,Public,Neutral,2,Postgraduate,Female,62
23,75,Low,High,Yes,6,73,Low,1,Low,Medium,Public,Positive,2,High School,Female,65
31,63,Medium,High,No,9,86,Low,0,High,Medium,Public,Neutral,3,Postgraduate,Male,68
28,62,Medium,High,No,6,96,Medium,4,Medium,High,Public,Positive,3,High School,Male,70
30,70,Low,Medium,No,8,75,Medium,1,Medium,,Private,Positive,2,High School,Female,67
17,63,Medium,Medium,No,4,92,Medium,2,Low,Medium,Public,Negative,4,High School,Female,63
14,64,High,High,Yes,6,90,Low,0,Low,High,Private,Negative,2,High School,Female,63
19,93,Medium,High,No,6,65,Medium,0,Medium,High,Public,Neutral,3,High School,Male,69
20,62,Low,Medium,Yes,5,94,High,3,Medium,Medium,Public,Neutral,3,Postgraduate,Male,66
27,86,Medium,Medium,Yes,7,82,Low,2,Low,Medium,Public,Positive,3,High School,Female,70
10,71,Medium,Medium,Yes,7,55,High,2,Low,High,Public,Positive,3,College,Female,63
29,95,Low,Medium,Yes,4,97,Medium,0,Medium,Medium,Private,Positive,4,College,Female,72
19,79,High,Medium,Yes,10,59,Low,1,Medium,Medium,Public,Neutral,3,College,Male,65
17,72,Medium,High,Yes,7,74,Low,2,High,Medium,Public,Positive,4,Postgraduate,Male,67
14,81,Medium,Medium,Yes,7,73,Low,1,High,Medium,Private,Positive,3,High School,Male,63
10,75,High,Medium,No,9,81,Medium,3,Low,High,Public,Negative,5,High School,Female,65
25,83,Medium,Medium,Yes,8,83,Medium,2,Low,Medium,Public,Neutral,1,High School,Female,67
20,65,Medium,Low,Yes,7,62,High,0,Medium,Medium,Public,Neutral,0,Postgraduate,Male,80
12,100,Medium,Medium,Yes,4,68,Medium,2,Low,Medium,Public,Neutral,3,College,Male,68
12,77,Medium,Medium,Yes,8,57,Medium,2,Low,High,Public,Negative,2,College,Male,63
18,74,Medium,Medium,No,6,56,Medium,1,Medium,Medium,Private,Positive,3,College,Male,64
30,88,Medium,Medium,No,9,91,Medium,3,Medium,Low,Public,Positive,3,High School,Female,73
18,75,Medium,Medium,Yes,6,88,Low,2,Medium,High,Public,Negative,1,Postgraduate,Female,66
11,93,Medium,Medium,Yes,6,72,Low,2,Low,Medium,Public,Negative,3,College,Male,66
19,78,High,High,No,5,55,Medium,0,Medium,Medium,Public,Neutral,4,High School,Male,66
18,89,Medium,High,Yes,5,72,Low,4,Medium,Low,Public,Neutral,2,High School,Female,69
4,64,Medium,High,Yes,7,65,Medium,1,Medium,High,Public,Negative,4,High School,Male,59
20,94,Medium,Medium,No,7,89,Medium,0,Low,Medium,Private,Neutral,1,High School,Male,68
19,89,Medium,Medium,No,6,55,Medium,1,Low,Medium,Private,Neutral,3,Postgraduate,Female,67
24,68,Medium,Medium,Yes,10,73,Low,1,Medium,Medium,Public,Neutral,4,High School,Female,64
31,66,Low,High,Yes,8,80,Low,0,Low,Low,Private,Negative,4,High School,Female,65
27,73,Medium,Medium,No,7,99,Low,1,Low,Medium,Public,Positive,4,College,Male,68
18,99,Medium,High,Yes,4,54,Low,0,Medium,Medium,Public,Positive,3,Postgraduate,Male,70
13,70,Medium,Medium,No,8,56,Medium,2,Medium,High,Public,Neutral,0,High School,Male,62
35,78,High,Low,Yes,10,99,Medium,1,Low,Medium,Private,Positive,2,High School,Male,72
20,61,Medium,Low,Yes,7,70,Low,1,Medium,Medium,Private,Positive,4,High School,Female,62
20,76,High,High,Yes,6,87,Low,1,Low,Medium,Public,Negative,4,Postgraduate,Male,68
20,83,High,Medium,No,7,89,Medium,3,Low,High,Private,Negative,4,High School,Female,69
21,98,High,Medium,No,5,66,Low,3,High,High,Public,Positive,5,High School,Male,73
19,81,High,High,No,8,61,Low,3,Medium,Medium,Private,Negative,5,Postgraduate,Male,69
17,93,Medium,Medium,Yes,9,64,Medium,1,Medium,Medium,Public,Neutral,3,High School,Female,67
17,82,Medium,Low,No,6,88,Low,2,Low,Low,Private,Neutral,3,Postgraduate,Male,65
20,62,Low,Low,No,6,92,High,2,Medium,Medium,Public,Positive,3,Postgraduate,Male,63
17,73,High,Medium,Yes,7,85,Medium,2,Low,Medium,Public,Positive,2,High School,Male,66
16,83,Medium,Medium,No,6,72,Medium,1,Low,High,Public,Positive,2,College,Male,66
21,98,Medium,High,No,5,63,Low,0,Low,High,Public,Neutral,2,Postgraduate,Male,70
18,94,Medium,Medium,No,6,71,Low,2,High,Medium,Public,Neutral,3,Postgraduate,Male,69
29,69,Medium,High,No,6,96,Low,1,High,Medium,Public,Positive,4,High School,Female,70
4,69,Medium,Low,No,9,93,Low,2,Medium,High,Private,Negative,3,High School,Female,58
27,68,Medium,Medium,No,9,66,Medium,3,High,Medium,Private,Positive,3,High School,Male,67
27,97,High,High,Yes,9,66,Low,1,Low,,Public,Positive,3,High School,Male,73
8,94,High,Low,No,8,89,High,0,Medium,Medium,Public,Neutral,2,High School,Female,66
18,91,High,High,Yes,7,71,High,0,Medium,Medium,Public,Neutral,3,High School,Male,70
18,76,High,High,No,6,79,Medium,1,Medium,Medium,Private,Positive,2,Postgraduate,Female,67
12,80,Low,Low,No,9,71,High,1,Low,Low,Private,Positive,3,High School,Female,60
15,79,High,Medium,No,8,62,Low,1,Low,Low,Public,Positive,3,College,Male,65
13,70,Medium,Medium,No,5,59,Medium,0,Medium,High,Private,Positive,2,Postgraduate,Female,63
31,80,High,High,Yes,6,57,Low,1,Medium,High,Private,Positive,3,High School,Female,72
26,61,Low,Medium,Yes,5,51,High,0,Low,Medium,Private,Neutral,5,High School,Female,62
28,65,Medium,Medium,Yes,4,64,Medium,6,Medium,High,Public,Neutral,3,Postgraduate,Male,70
24,95,High,Low,Yes,8,59,Medium,2,Low,High,Public,Negative,1,College,Male,70
13,90,Medium,Medium,No,5,63,Medium,0,Low,Medium,Public,Neutral,4,High School,Female,64
17,77,Medium,Medium,Yes,6,54,Low,3,Low,Medium,Public,Neutral,4,High School,Male,64
23,81,Medium,Low,Yes,7,67,Medium,0,Medium,High,Private,Positive,5,,Female,67
13,75,Medium,High,Yes,7,76,High,1,Medium,High,Public,Negative,1,,Male,64
24,90,Medium,Medium,Yes,6,97,Low,1,High,High,Public,Positive,4,High School,Male,72
19,91,Medium,Low,No,9,67,Medium,0,Medium,Medium,Private,Negative,3,College,Female,66
18,91,Medium,Medium,No,5,52,Medium,2,Medium,Medium,Public,Negative,4,High School,Female,66
24,89,Medium,High,Yes,5,68,Medium,0,Low,High,Public,Positive,2,Postgraduate,Female,71
23,68,Low,Low,No,8,91,Medium,5,Low,Medium,Public,Negative,5,Postgraduate,Female,66
18,74,Medium,Low,Yes,6,67,High,2,Low,High,Public,Neutral,2,High School,Male,64
27,79,Medium,Low,No,6,65,Low,0,Medium,Medium,Private,Negative,2,College,Male,66
14,73,Medium,Low,Yes,5,96,Low,1,Low,Medium,Public,Negative,3,High School,Female,62
24,90,Medium,Medium,No,8,65,Medium,4,Low,Medium,Public,Neutral,4,High School,Male,70
24,73,Medium,Medium,Yes,7,99,Medium,3,Medium,High,Private,Neutral,3,High School,Female,69
18,66,High,Medium,No,7,92,Medium,2,Low,Medium,Private,Neutral,4,High School,Male,65
22,76,High,Medium,Yes,6,84,High,2,Medium,High,Public,Neutral,3,High School,Male,70
12,99,High,High,Yes,6,80,Medium,0,High,Medium,Public,Positive,3,High School,Male,70
26,69,Medium,Medium,Yes,7,61,Medium,1,High,High,Public,Positive,2,College,Male,67
19,84,Medium,High,Yes,8,87,Low,2,Low,High,Public,Positive,3,High School,Female,69
17,77,Low,Medium,No,9,67,Low,0,Low,High,Public,Neutral,5,High School,Female,62
26,63,Medium,High,Yes,9,74,Medium,1,Low,Medium,Private,Positive,4,High School,Female,67
16,80,High,Medium,No,8,55,High,0,Low,Medium,Public,Positive,6,College,Male,65
12,88,Medium,Medium,No,8,65,Medium,0,Low,Medium,Public,Positive,4,High School,Male,65
11,81,Medium,High,Yes,5,76,Medium,1,Low,,Public,Neutral,3,Postgraduate,Male,65
24,95,Medium,Low,Yes,6,73,Medium,3,Low,Medium,Public,Positive,2,High School,Male,69
12,72,Medium,Medium,No,8,67,Low,4,Medium,Medium,Public,Neutral,4,High School,Male,63
31,63,Low,High,Yes,7,74,Low,3,Medium,Medium,Public,Negative,2,College,Male,66
8,97,Medium,High,Yes,8,87,Medium,0,Medium,Medium,Public,Positive,2,High School,Male,67
30,75,Medium,Medium,No,8,73,High,1,Medium,Medium,Public,Negative,3,College,Male,69
21,83,Medium,Medium,Yes,8,75,High,1,Low,High,Public,Neutral,2,High School,Male,67
19,92,Medium,Medium,Yes,5,85,Medium,1,Medium,High,Private,Neutral,4,High School,Male,70
17,73,High,High,Yes,7,92,Medium,2,High,Medium,Private,Negative,2,High School,Male,67
22,89,High,Medium,No,6,76,Medium,2,Low,Medium,Public,Neutral,4,High School,Male,70
20,65,High,High,Yes,6,97,Medium,0,Low,Low,Private,Negative,3,High School,Female,65
27,72,Medium,Low,No,4,68,Medium,0,Medium,High,Public,Negative,3,College,Male,63
21,66,Medium,Medium,Yes,7,63,Medium,0,High,Medium,Public,Neutral,3,High School,Female,64
21,92,High,Medium,Yes,4,85,Low,1,High,Medium,Public,Negative,3,High School,Male,69
18,69,Low,Medium,No,8,59,Low,1,Low,Medium,Public,Positive,4,High School,Female,60
20,89,Low,Medium,Yes,9,95,Medium,3,Low,Medium,Public,Positive,3,High School,Male,69
22,98,Medium,Low,Yes,8,69,Medium,4,High,Medium,Private,Positive,2,High School,Female,72
10,81,Medium,Low,Yes,7,85,Low,1,Low,Medium,Public,Neutral,2,College,Male,63
12,82,Low,Medium,No,9,79,High,0,Low,Medium,Private,Positive,2,College,Female,63
24,78,High,Low,Yes,7,53,High,0,Medium,Medium,Public,Neutral,4,,Male,66
21,73,Medium,Medium,No,6,85,Medium,6,Medium,High,Public,Neutral,5,College,Male,70
19,79,Medium,High,Yes,7,90,Medium,1,High,Medium,Public,Negative,4,College,Female,68
20,84,Medium,Medium,Yes,10,99,Low,2,Medium,Medium,Private,Positive,3,High School,Male,69
22,99,Medium,Medium,Yes,5,71,High,0,Medium,High,Public,Neutral,4,College,Female,72
17,98,Low,High,No,5,75,Low,1,Low,Low,Private,Positive,3,College,Male,67
15,94,Low,Medium,No,8,94,Low,1,High,Medium,Public,Positive,4,High School,Male,68
21,96,Medium,High,No,7,63,Medium,1,Medium,Medium,Private,Negative,2,Postgraduate,Female,70
14,79,High,Medium,Yes,6,59,Medium,5,Medium,High,Public,Positive,3,Postgraduate,Male,68
22,86,Medium,Medium,Yes,5,57,High,2,Medium,Medium,Public,Positive,3,College,Male,69
10,96,Medium,Medium,No,4,99,Medium,1,Medium,Medium,Private,Negative,5,College,Female,68
26,76,Medium,Medium,No,5,64,Low,0,Medium,Medium,Public,Positive,5,College,Female,66
23,98,Medium,Medium,No,9,88,High,1,Low,Medium,Public,Negative,4,Postgraduate,Female,72
22,77,Medium,Medium,Yes,7,72,Medium,2,Medium,High,Public,Neutral,3,High School,Male,67
26,84,Low,High,No,4,62,Medium,3,High,High,Public,Positive,2,High School,Male,70
30,88,High,Medium,Yes,9,96,Medium,1,Medium,High,Private,Neutral,3,High School,Male,73
26,98,Medium,Low,Yes,9,73,High,1,High,Low,Public,Neutral,6,Postgraduate,Male,73
9,70,Medium,Medium,No,9,78,Low,1,Medium,Low,Public,Neutral,2,High School,Female,60
12,90,Medium,High,No,6,61,Low,2,Medium,High,Public,Neutral,3,College,Male,67
16,81,High,Medium,Yes,7,66,Medium,3,High,High,Private,Positive,4,High School,Male,69
20,71,Medium,Low,No,7,87,High,1,Medium,Medium,Public,Negative,5,High School,Male,65
23,91,Low,High,Yes,9,67,Low,2,Low,Medium,Public,Neutral,4,,Female,70
16,82,High,High,Yes,6,75,Low,3,Medium,,Public,Neutral,3,College,Female,68
21,86,Medium,Low,No,6,56,Medium,1,Low,High,Private,Negative,2,College,Female,66
15,73,Low,High,Yes,8,93,Medium,1,Low,High,Public,Positive,4,College,Male,65
16,79,Low,Medium,Yes,9,87,Medium,1,Low,Medium,Public,Neutral,2,College,Female,64
12,85,High,High,Yes,7,88,High,1,Low,Medium,Public,Neutral,0,College,Female,67
14,76,High,Medium,Yes,8,59,Low,3,Medium,Medium,Private,Neutral,5,High School,Male,65
12,68,High,High,Yes,7,75,Medium,1,Medium,Low,Private,Positive,4,High School,Male,64
14,98,High,High,No,7,51,Medium,0,Medium,Low,Public,Positive,1,High School,Male,67
26,80,Medium,Low,Yes,6,66,Medium,2,High,Medium,Public,Neutral,4,Postgraduate,Male,70
14,89,Medium,Low,Yes,5,67,Low,3,Low,Low,Private,Neutral,3,High School,Female,63
36,76,Medium,Medium,No,6,96,Medium,1,Low,Medium,Private,Neutral,2,College,Male,71
23,74,High,Low,No,6,100,Low,2,High,Low,Private,Positive,3,High School,Male,68
21,76,Medium,Medium,No,7,81,Medium,0,Medium,High,Private,Positive,2,College,Female,67
15,76,High,High,Yes,9,76,Medium,1,Medium,High,Public,Neutral,2,Postgraduate,Female,67
24,82,Low,Medium,Yes,7,72,Medium,0,Medium,High,Public,Positive,2,Postgraduate,Female,68
17,82,High,Medium,No,6,51,Medium,1,Low,Medium,Public,Positive,3,Postgraduate,Male,66
21,80,Medium,Medium,Yes,8,90,Medium,0,Medium,Medium,Public,Negative,4,College,Male,68
35,65,High,Medium,Yes,7,84,High,0,Medium,Medium,Public,Positive,2,High School,Male,70
19,80,Low,Low,No,8,82,Medium,5,Low,Low,Public,Positive,3,College,Male,67
27,67,Low,Medium,Yes,6,90,Medium,2,High,High,Private,Neutral,3,High School,Male,67
16,65,Low,High,No,9,96,Low,2,Low,Medium,Public,Negative,2,High School,Male,62
20,97,Medium,High,No,9,69,Low,0,Low,Low,Public,Negative,3,High School,Male,67
31,84,Medium,High,No,7,71,Low,4,Low,Medium,Public,Negative,4,High School,Male,70
16,86,High,High,No,8,99,Medium,4,Low,High,Private,Neutral,4,College,Male,72
31,76,Medium,Medium,Yes,9,83,Medium,2,High,Medium,Private,Negative,3,High School,Female,70
24,96,Low,High,No,6,93,Medium,2,Low,Medium,Public,Neutral,2,High School,Female,94
17,86,Medium,Medium,No,7,61,Medium,2,High,Medium,Public,Positive,3,High School,Male,66
24,91,Low,Low,Yes,7,66,High,2,Low,High,Public,Neutral,3,High School,Male,69
26,75,High,Medium,No,5,70,Low,0,High,Low,Private,Neutral,2,Postgraduate,Male,68
24,98,High,Low,No,8,66,High,2,Low,Medium,Public,Positive,1,High School,Male,71
11,93,High,Medium,No,9,94,Medium,4,Low,High,Public,Neutral,4,High School,Male,69
16,94,Medium,Medium,No,7,76,Low,2,Medium,Medium,Public,Neutral,3,High School,Female,67
19,67,Low,Medium,Yes,8,98,Medium,2,Low,Medium,Private,Negative,2,Postgraduate,Female,64
20,71,Medium,Medium,Yes,9,66,Medium,1,Medium,Low,Private,Negative,5,College,Female,63
24,71,Medium,High,Yes,6,52,Medium,2,Medium,Medium,Private,Neutral,3,College,Female,66
21,71,High,Medium,Yes,8,57,Low,2,High,Medium,Public,Positive,1,Postgraduate,Female,66
12,94,Low,High,Yes,6,61,Medium,3,High,High,Public,Neutral,4,College,Male,69
22,61,Low,Low,Yes,6,82,Low,4,Medium,Medium,Public,Positive,4,High School,Female,64
24,63,High,Medium,No,8,59,Low,1,Low,Medium,Public,Neutral,3,High School,Male,62
23,71,Medium,Medium,Yes,7,69,High,3,Low,Medium,Public,Positive,5,,Female,66
26,68,Medium,High,Yes,8,90,Medium,4,Low,High,Private,Neutral,3,High School,Male,70
25,69,High,Medium,Yes,7,56,Medium,2,Low,Medium,Private,Neutral,4,High School,Male,67
23,92,Low,Medium,No,8,54,Medium,0,High,Low,Public,Positive,1,Postgraduate,Female,68
20,83,High,Low,No,9,77,High,0,Low,Medium,Public,Positive,3,,Male,67
10,60,Medium,Medium,No,9,85,Medium,0,Medium,High,Public,Positive,4,Postgraduate,Male,62
23,77,Low,Medium,Yes,8,96,Medium,1,High,Medium,Private,Neutral,1,College,Male,67
21,76,Medium,High,Yes,8,83,Medium,0,Low,Medium,Public,Positive,5,High School,Male,68
22,65,Low,Medium,No,7,97,Low,2,Medium,High,Private,Neutral,4,High School,Female,64
12,87,Medium,Low,Yes,7,62,Medium,2,Medium,Medium,Public,Neutral,4,High School,Female,64
14,88,Medium,Medium,No,8,67,Medium,2,High,Low,Public,Neutral,3,Postgraduate,Male,66
26,89,Medium,Low,Yes,7,92,Medium,2,Low,High,Public,Positive,2,Postgraduate,Male,72
20,89,Medium,High,Yes,8,91,Medium,2,Medium,Medium,Public,Positive,3,High School,Female,72
24,60,Medium,High,Yes,9,83,High,2,Medium,Low,Public,Positive,3,High School,Male,66
20,98,Low,Medium,No,7,75,High,4,Medium,Medium,Private,Positive,1,College,Male,72
20,93,High,Medium,Yes,4,51,Low,1,Medium,Medium,Public,Positive,3,High School,Male,69
26,96,High,High,Yes,10,64,Low,2,Medium,Medium,Private,Neutral,3,High School,Female,72
17,61,Low,Low,Yes,6,58,Medium,1,Medium,High,Public,Neutral,4,High School,Male,60
21,97,Medium,Medium,Yes,7,53,Medium,0,High,Medium,Public,Neutral,2,High School,Male,69
17,92,Medium,High,No,8,89,Medium,0,Low,Low,Public,Positive,3,High School,Male,68
17,93,Low,Medium,Yes,9,57,High,3,Low,High,Private,Neutral,2,College,Male,69
18,64,Medium,Low,Yes,10,68,Low,1,Low,Medium,Public,Positive,5,High School,Male,62
21,90,Medium,Medium,Yes,6,99,Low,2,Low,High,Public,Positive,2,,Male,71
17,98,Medium,High,Yes,9,70,Low,1,High,Medium,Private,Negative,2,High School,Male,70
28,87,Low,Low,Yes,7,57,Medium,2,Medium,High,Private,Negative,4,High School,Male,68
15,83,High,Medium,Yes,10,84,Medium,1,High,High,Public,Negative,2,College,Male,68
19,98,Medium,High,No,9,90,Low,1,High,Medium,Private,Positive,2,College,Female,70
17,78,Medium,High,No,7,64,Medium,0,Low,Medium,Private,Neutral,3,High School,Female,65
29,84,High,Medium,Yes,6,90,Medium,0,Medium,High,Public,Positive,3,Postgraduate,Male,73
21,79,High,Medium,No,4,64,Low,0,Low,High,Public,Negative,4,College,Male,66
26,97,Medium,Medium,No,8,85,Low,2,High,Low,Public,Neutral,3,High School,Male,71
11,63,High,Medium,Yes,9,56,High,2,Medium,Medium,Public,Neutral,3,High School,Female,62
22,80,Medium,Medium,Yes,8,71,High,2,Low,Medium,Private,Positive,3,High School,Female,68
25,87,Medium,High,No,4,76,Low,1,Low,High,Public,Positive,4,College,Male,70
20,92,Medium,Low,No,5,86,Low,0,Medium,Medium,Public,Neutral,2,Postgraduate,Female,68
26,83,High,Low,Yes,8,83,Medium,2,Low,High,Public,Neutral,2,College,Female,71
17,96,Medium,Medium,Yes,10,93,Medium,2,Medium,Low,Public,Negative,4,High School,Female,70
28,98,Medium,Medium,Yes,7,59,Medium,1,Low,Medium,Public,Positive,3,High School,Male,72
34,63,Medium,High,Yes,9,83,Medium,2,Medium,High,Public,Negative,2,College,Male,69
18,76,Medium,High,No,5,56,Medium,1,Low,Low,Public,Negative,2,College,Male,63
17,61,Medium,Medium,No,7,74,High,0,Medium,Medium,Public,Neutral,2,Postgraduate,Female,62
29,73,Medium,Medium,No,7,76,Medium,2,Low,High,Private,Neutral,3,High School,Female,68
29,81,Low,Medium,Yes,9,51,Low,2,Medium,Medium,Public,Positive,5,Postgraduate,Male,70
17,96,Medium,Medium,Yes,6,54,Medium,1,Medium,Medium,Private,Positive,4,High School,Male,69
17,94,Medium,Medium,No,10,92,Low,2,Low,Medium,Private,Negative,2,High School,Male,68
18,65,High,Medium,Yes,7,64,Medium,2,High,Medium,Public,Positive,1,High School,Male,65
12,64,Medium,Low,No,5,67,Medium,3,Low,Medium,Private,Positive,2,High School,Male,59
14,84,Medium,Medium,No,5,82,Medium,3,Low,Medium,Public,Positive,3,College,Male,66
14,81,High,Medium,No,6,61,Low,0,Low,Medium,Public,Positive,4,High School,Male,64
15,71,Low,Medium,No,8,60,High,5,Low,High,Public,Positive,4,High School,Female,63
20,96,Medium,Medium,No,6,71,Medium,5,Low,High,Public,Neutral,3,College,Male,72
21,97,Medium,High,Yes,6,53,Low,0,Low,Medium,Public,Negative,3,High School,Male,67
29,76,Medium,Medium,No,8,96,Low,2,Low,Medium,Public,Positive,2,Postgraduate,Male,94
14,96,Medium,High,Yes,4,97,Low,2,Medium,Medium,Public,Negative,3,High School,Female,70
26,75,Low,Medium,No,6,72,Medium,0,Low,High,Public,Neutral,3,High School,Male,66
19,89,Low,Medium,Yes,5,60,Low,4,Medium,Medium,Public,Positive,2,Postgraduate,Female,69
20,79,Medium,Low,Yes,6,74,Low,2,Low,Medium,Public,Positive,2,High School,Male,64
24,65,Medium,Medium,No,7,55,Low,1,Low,High,Private,Positive,3,High School,Female,63
13,97,High,High,No,7,70,Medium,1,Low,High,Public,Neutral,4,Postgraduate,Female,71
22,78,High,Medium,No,7,54,Medium,1,Medium,Medium,Public,Negative,3,High School,Male,65
21,89,Low,Medium,Yes,9,85,Low,1,Medium,Medium,Public,Negative,5,College,Female,68
23,75,Medium,Medium,No,7,64,High,1,Low,Medium,Public,Negative,3,High School,Male,64
22,61,Low,Low,Yes,10,76,High,1,High,High,Public,Positive,2,College,Male,64
35,64,Medium,Medium,Yes,8,51,Medium,2,Medium,Medium,Public,Negative,5,High School,Male,66
16,80,High,Medium,No,6,76,Medium,1,Medium,High,Public,Positive,4,College,Male,68
17,88,Medium,Medium,No,10,50,Medium,3,Low,High,Public,Neutral,5,College,Female,67
16,73,Low,High,Yes,7,96,Medium,1,Medium,Medium,Private,Positive,3,High School,Female,66
17,88,Medium,Medium,Yes,10,75,Medium,2,Medium,Medium,Public,Neutral,3,High School,Male,68
16,88,Low,Medium,No,7,55,Medium,3,Low,Low,Public,Neutral,3,Postgraduate,Male,66
27,88,Medium,Medium,No,7,67,Medium,3,High,Medium,Public,Neutral,4,College,Male,71
29,80,Medium,High,Yes,8,52,Medium,4,Low,Medium,Public,Positive,4,High School,Female,71
17,97,Medium,High,No,7,77,Medium,0,Low,Medium,Private,Negative,4,College,Male,68
15,80,High,Low,No,9,56,High,3,Medium,Medium,Public,Neutral,3,High School,Female,64
23,78,Medium,Medium,Yes,10,74,Low,3,Medium,Medium,Public,Negative,4,High School,Male,67
17,68,High,Medium,Yes,4,65,High,0,Medium,Medium,Private,Positive,2,High School,Male,64
24,72,High,Low,Yes,8,88,High,3,Low,Medium,Public,Positive,2,High School,Female,68
21,62,Medium,Low,No,6,74,High,0,Low,High,Private,Positive,3,Postgraduate,Male,62
11,85,Medium,Low,Yes,4,92,Low,0,Medium,High,Public,Neutral,1,College,Male,64
29,70,Low,High,No,8,97,Low,3,Low,High,Public,Positive,3,Postgraduate,Male,70
31,72,Medium,Medium,No,8,98,High,0,Low,Medium,Public,Neutral,4,College,Male,68
16,91,Medium,Medium,No,8,63,High,2,Medium,High,Public,Neutral,3,College,Female,69
18,73,Low,Medium,Yes,8,88,Low,3,Low,Medium,Public,Positive,4,College,Male,65
22,70,Medium,High,Yes,8,72,Medium,2,High,Medium,Public,Neutral,3,High School,Male,67
22,67,High,Medium,No,6,71,Low,2,Medium,,Public,Positive,2,College,Male,65
24,91,High,Medium,No,7,93,Low,0,Medium,Medium,Public,Positive,2,High School,Male,71
32,65,Medium,Low,Yes,8,57,Low,2,Low,Medium,Public,Positive,3,High School,Female,65
19,78,Medium,Medium,Yes,9,74,Low,2,Low,Medium,Public,Positive,5,High School,Female,66
