Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
8,72,Low,Medium,Yes,5,72,Medium,3,High,Low,Private,Positive,4,High School,Female,62
19,83,Medium,Medium,No,8,77,High,1,Low,Medium,Public,Positive,4,High School,Male,66
16,75,Low,Low,Yes,5,86,Medium,0,Low,Medium,Public,Positive,1,College,Female,62
14,81,Medium,Medium,Yes,5,58,High,3,Low,High,Public,Negative,4,Postgraduate,Male,66
18,95,Medium,High,No,8,54,Medium,2,High,Medium,Public,Neutral,3,College,Female,70
31,96,Medium,Medium,Yes,8,93,Low,3,Low,Medium,Public,Positive,3,High School,Male,75
24,71,Low,High,Yes,6,91,Medium,3,High,Medium,Public,Neutral,2,High School,Female,67
17,78,Low,Medium,Yes,9,76,Low,4,Medium,Medium,Public,Positive,2,College,Male,66
23,82,Medium,High,No,6,83,Medium,2,Medium,Medium,Private,Positive,3,Postgraduate,Male,71
28,98,High,Medium,Yes,7,86,Medium,2,Medium,High,Private,Neutral,2,High School,Female,75
26,100,High,High,No,7,74,Low,1,Medium,Medium,Public,Neutral,2,High School,Female,72
20,69,High,Medium,No,7,63,Low,2,Low,Medium,Private,Negative,2,,Female,64
16,89,Medium,Medium,Yes,9,74,Medium,1,Low,Medium,Public,Neutral,3,High School,Male,65
24,75,Low,Medium,No,5,98,High,1,Low,Medium,Public,Positive,3,High School,Male,67
22,60,Medium,Medium,No,6,92,Low,2,Low,High,Public,Negative,2,High School,Male,63
25,60,Medium,Low,Yes,5,73,Low,1,Medium,Medium,Public,Negative,2,High School,Male,62
24,78,Low,High,Yes,10,61,High,2,Medium,Medium,Public,Positive,4,College,Female,69
26,80,Medium,Medium,Yes,7,94,Medium,1,Low,Medium,Private,Positive,2,Postgraduate,Male,70
17,61,Low,Medium,Yes,6,82,High,0,Medium,High,Public,Neutral,4,Postgraduate,Male,63
28,87,Medium,Medium,Yes,7,70,Medium,2,Low,Medium,Public,Neutral,2,Postgraduate,Male,71
21,72,Medium,Low,Yes,8,56,Medium,0,Low,Medium,Public,Neutral,4,High School,Male,63
32,82,Low,Medium,Yes,8,88,Low,0,High,Medium,Public,Positive,2,College,Male,71
16,72,Medium,Medium,Yes,6,66,Low,0,Low,Medium,Private,Positive,4,College,Male,63
30,67,Medium,High,Yes,6,80,High,0,Low,Medium,Public,Neutral,4,,Male,68
21,76,Medium,Low,Yes,5,78,High,0,Low,High,Public,Neutral,3,High School,Male,65
16,69,High,High,Yes,7,85,Medium,0,High,High,Private,Negative,3,High School,Female,66
17,81,Low,Medium,Yes,9,77,Medium,3,Low,Medium,Public,Neutral,4,College,Male,66
18,68,High,High,No,6,82,Low,0,Medium,High,Public,Positive,3,High School,Male,66
23,80,Low,Low,Yes,8,54,Medium,0,Medium,High,Private,Positive,2,,Female,65
23,66,Medium,High,No,6,83,Medium,0,High,Medium,Public,Positive,2,High School,Female,66
17,87,Medium,Medium,Yes,5,60,Medium,4,Medium,Medium,Private,Positive,3,High School,Female,67
20,90,High,Medium,No,8,70,Medium,0,Medium,Medium,Private,Neutral,3,High School,Female,68
33,64,Medium,Low,Yes,10,76,Low,2,High,High,Private,Neutral,3,High School,Male,68
30,79,Low,Medium,No,8,84,Medium,3,Low,Medium,Private,Negative,3,College,Female,69
23,63,Medium,Low,Yes,6,87,Low,1,Medium,Medium,Public,Neutral,2,Postgraduate,Male,64
20,84,Medium,Medium,No,6,85,Medium,0,Medium,Medium,Private,Positive,3,High School,Male,67
21,71,Medium,Medium,Yes,10,55,Low,1,Medium,Medium,Public,Negative,4,High School,Female,63
24,81,Low,High,Yes,7,69,Medium,3,Low,Medium,Public,Negative,3,College,Male,67
14,81,Medium,High,Yes,6,64,Low,2,High,High,Public,Neutral,2,High School,Female,64
18,97,Low,Medium,No,7,70,Low,0,High,Medium,Public,Neutral,2,High School,Female,66
10,82,High,Medium,No,7,82,Low,2,Low,High,Private,Neutral,4,High School,Male,65
22,83,Medium,Medium,Yes,8,60,Low,4,Medium,Medium,Public,Neutral,2,Postgraduate,Female,68
24,76,Low,High,No,9,75,Low,0,Low,Medium,Private,Positive,5,High School,Male,66
17,98,High,High,No,9,94,Low,0,High,Low,Public,Negative,3,College,Male,71
29,91,Medium,High,Yes,7,87,Medium,2,Medium,High,Private,Negative,4,College,Female,74
13,71,Medium,High,No,7,86,Low,2,Low,Medium,Public,Positive,3,Postgraduate,Male,65
11,94,Low,High,Yes,8,92,High,0,Medium,Medium,Public,Neutral,4,High School,Female,68
21,77,Medium,High,Yes,6,70,Low,2,High,Medium,Private,Positive,2,College,Male,68
26,93,Medium,Medium,No,8,88,Medium,1,Medium,High,Public,Neutral,4,College,Male,72
30,93,High,High,Yes,7,53,Medium,3,Low,Medium,Private,Negative,2,Postgraduate,Female,74
17,68,Low,High,No,8,53,Medium,0,Low,Medium,Public,Neutral,2,College,Male,61
26,88,Low,Low,No,10,67,Low,0,Low,Low,Private,Positive,3,High School,Male,65
20,72,High,Low,No,8,60,Low,0,Low,Medium,Public,Neutral,5,High School,Male,63
19,72,High,Medium,Yes,7,76,Medium,1,Medium,High,Public,Positive,2,High School,Female,66
25,72,Low,High,Yes,6,59,Medium,2,Low,Medium,Public,Negative,3,High School,Male,66
24,89,High,Medium,Yes,7,99,Medium,2,Low,High,Private,Neutral,4,High School,Female,73
11,69,Medium,Medium,No,5,93,Medium,0,Medium,High,Public,Negative,4,College,Male,63
29,60,High,High,Yes,8,99,Medium,0,Medium,Medium,Public,Positive,4,High School,Female,68
28,89,High,Low,Yes,4,90,High,3,Low,High,Public,Positive,2,Postgraduate,Female,73
16,67,Low,High,Yes,8,98,Medium,0,High,Low,Private,Negative,3,High School,Male,63
22,64,Medium,High,Yes,8,68,Medium,2,Medium,Medium,Public,Negative,4,High School,Male,65
23,70,Low,High,Yes,7,75,High,0,Low,Medium,Public,Positive,4,,Female,66
22,75,Low,Low,Yes,6,62,Medium,0,High,High,Public,Negative,3,Postgraduate,Female,65
17,79,Low,High,Yes,7,82,Medium,0,Medium,High,Public,Negative,2,College,Male,66
16,62,High,Medium,No,4,89,High,3,Low,Medium,Public,Neutral,3,College,Female,65
20,99,Medium,Medium,No,8,75,Medium,2,Low,High,Private,Negative,2,Postgraduate,Female,70
27,89,Medium,Medium,No,7,65,Medium,1,Medium,Medium,Public,Neutral,3,High School,Female,70
23,73,High,Medium,Yes,9,75,Medium,0,High,High,Private,Positive,3,High School,Female,68
18,73,Medium,High,No,8,53,Medium,1,Low,High,Public,Neutral,3,Postgraduate,Male,64
25,78,Medium,Medium,No,7,86,Medium,1,Medium,Medium,Public,Negative,3,Postgraduate,Female,68
3,85,Low,High,No,8,73,Low,2,Low,Medium,Private,Neutral,3,High School,Male,62
27,66,Medium,Medium,Yes,6,95,Medium,1,Medium,,Public,Positive,3,College,Male,68
10,68,Low,Medium,No,6,96,Low,1,High,Medium,Public,Neutral,3,College,Male,61
18,94,High,Medium,Yes,7,56,Low,1,Low,Medium,Public,Positive,3,Postgraduate,Male,69
13,70,Medium,Medium,Yes,7,100,Medium,3,Low,Medium,Public,Neutral,3,High School,Male,65
12,75,Medium,High,Yes,6,98,Medium,2,Low,Medium,Public,Neutral,2,College,Male,65
27,95,Medium,High,No,7,81,Low,3,Low,Medium,Public,Neutral,2,High School,Male,72
17,87,Medium,Medium,Yes,7,91,High,3,Low,High,Public,Positive,3,College,Female,70
22,74,Medium,High,Yes,10,51,Medium,1,Medium,Medium,Private,Negative,4,High School,Male,65
20,87,Medium,Medium,No,7,99,Medium,3,Low,Medium,Public,Negative,3,High School,Male,69
23,61,High,Low,Yes,6,73,Medium,1,Medium,Medium,Public,Positive,3,College,Male,65
20,89,Low,Medium,Yes,7,95,Low,3,Low,Medium,Private,Neutral,2,High School,Male,69
12,79,Low,Medium,Yes,9,69,Medium,2,Low,High,Public,Neutral,3,Postgraduate,Male,65
26,93,Medium,High,Yes,9,89,Medium,0,Low,Medium,Public,Neutral,3,College,Male,72
17,98,High,Low,Yes,10,71,Medium,0,Low,High,Private,Positive,3,Postgraduate,Female,70
11,97,Medium,Medium,Yes,7,68,Low,0,Low,Medium,Private,Negative,2,High School,Female,64
17,96,Medium,Low,No,8,97,Low,0,Medium,Medium,Public,Negative,3,High School,Female,67
29,80,Medium,Low,No,5,85,High,0,High,High,Public,Neutral,2,High School,Male,69
25,74,Low,Medium,Yes,6,92,Low,4,Medium,Medium,Private,Positive,3,Postgraduate,Male,70
18,79,Medium,Medium,Yes,5,77,Low,1,Low,High,Public,Neutral,3,High School,Male,65
18,88,High,High,Yes,8,96,Low,1,Low,Medium,Public,Positive,3,High School,Female,69
18,95,High,Medium,Yes,7,87,High,5,Medium,Medium,Public,Neutral,2,College,Male,74
32,68,Low,Medium,Yes,7,54,Medium,1,Low,Medium,Private,Neutral,1,Postgraduate,Male,66
22,97,Medium,Medium,Yes,6,88,High,1,Low,Low,Private,Positive,4,College,Male,72
23,93,Medium,Low,Yes,8,51,High,0,Low,High,Private,Positive,1,High School,Male,67
26,99,Low,High,Yes,4,91,High,2,High,Low,Public,Neutral,4,Postgraduate,Female,75
21,95,Medium,Low,Yes,7,67,Medium,3,Medium,Medium,Public,Positive,2,College,Female,70
18,71,Low,Low,No,7,80,Medium,1,Medium,Low,Public,Neutral,4,Postgraduate,Female,63
19,64,Medium,Medium,No,4,87,High,2,Medium,Medium,Private,Positive,4,High School,Male,65
20,64,Medium,High,No,8,82,Medium,3,Medium,Low,Public,Negative,3,High School,Female,64
20,72,Medium,High,No,7,84,Low,2,Medium,High,Public,Negative,2,High School,Female,65
24,85,Medium,Medium,Yes,8,95,Medium,2,Medium,Medium,Public,Negative,4,High School,Female,70
20,92,Medium,Low,No,10,69,Medium,0,Low,Medium,Public,Positive,2,Postgraduate,Male,67
24,96,Medium,Medium,Yes,7,77,Low,0,Low,Medium,Public,Negative,2,High School,Female,67
20,85,Medium,High,No,8,59,Medium,1,Medium,Medium,Public,Positive,3,Postgraduate,Female,68
20,60,Medium,Medium,No,9,73,High,4,Medium,Medium,Public,Negative,4,College,Male,65
8,67,High,Medium,Yes,8,58,Low,2,Medium,Medium,Public,Positive,1,Postgraduate,Female,61
25,64,Medium,Low,Yes,6,82,Low,2,Low,Medium,Public,Negative,3,High School,Female,63
22,75,Medium,Low,Yes,5,66,Low,2,Low,Medium,Public,Positive,2,High School,Male,80
26,80,Medium,Medium,Yes,8,93,Medium,2,Low,Low,Public,Neutral,1,Postgraduate,Male,69
3,62,Medium,Low,No,6,67,Medium,1,Low,Medium,Public,Negative,3,High School,Male,55
33,74,Medium,Medium,No,9,64,Medium,2,Medium,Medium,Private,Neutral,4,Postgraduate,Female,70
19,67,Medium,Medium,Yes,6,75,High,1,Low,Medium,Public,Neutral,3,College,Female,65
27,86,Low,Medium,Yes,7,59,Low,1,Medium,Medium,Public,Neutral,3,High School,Male,68
14,79,Medium,Low,Yes,5,60,Medium,3,Low,Medium,Public,Negative,5,High School,Male,64
24,80,Medium,Medium,No,6,89,Medium,1,Low,High,Public,Neutral,3,College,Male,69
14,77,Low,High,No,6,75,Medium,1,Medium,High,Public,Neutral,4,High School,Female,89
16,98,Medium,Low,Yes,6,60,Medium,1,Medium,Medium,Private,Positive,3,High School,Male,67
31,69,Medium,Medium,No,7,52,Medium,2,High,Low,Public,Neutral,5,College,Male,92
19,81,High,High,No,6,73,Low,1,Low,High,Private,Positive,3,High School,Female,67
21,89,Low,Medium,Yes,10,87,Low,3,Medium,Medium,Public,Positive,3,College,Male,70
25,82,High,Low,No,8,68,Medium,1,Low,High,Public,Neutral,3,College,Male,68
23,97,Medium,Low,Yes,9,62,Medium,0,Low,Medium,Private,Positive,2,Postgraduate,Male,70
21,75,Medium,Medium,Yes,7,70,Low,3,Medium,Medium,Public,Positive,4,Postgraduate,Male,67
22,79,Medium,Medium,Yes,7,98,High,0,High,Medium,Public,Neutral,3,High School,Male,69
34,64,Medium,Medium,No,6,71,High,0,Low,High,Private,Negative,4,High School,Female,67
20,84,High,High,Yes,10,63,Medium,0,Low,Medium,Private,Positive,4,High School,Female,69
21,72,Medium,High,No,7,78,Low,0,High,Medium,Public,Neutral,1,High School,Female,63
26,66,Medium,Medium,No,6,91,Medium,3,Medium,,Public,Positive,3,College,Female,69
27,82,Medium,High,No,6,51,Low,1,Low,Medium,Public,Negative,3,High School,Male,66
27,81,Medium,Medium,No,8,78,Medium,0,Medium,Medium,Public,Positive,3,High School,Male,68
24,63,Medium,Medium,Yes,9,92,Medium,4,Medium,Medium,Private,Positive,4,Postgraduate,Male,69
13,88,High,Low,Yes,9,61,Low,4,Medium,Medium,Private,Negative,3,High School,Female,66
30,85,Medium,Medium,Yes,6,96,Low,1,Medium,Medium,Private,Neutral,4,High School,Female,72
13,68,Low,Medium,Yes,6,79,Medium,1,High,Medium,Private,Negative,3,College,Male,62
22,79,Medium,Medium,No,9,76,Medium,1,Low,Medium,Private,Positive,2,High School,Male,67
15,89,High,Low,No,10,98,Low,0,Low,Medium,Private,Positive,2,College,Male,67
20,81,High,High,Yes,7,56,Low,1,Medium,Medium,Private,Positive,3,High School,Male,67
22,76,Medium,Low,No,9,87,Low,2,Low,High,Public,Neutral,3,College,Female,65
22,73,High,Low,No,5,91,Medium,1,Medium,Medium,Public,Positive,3,Postgraduate,Male,67
23,84,Low,Low,No,6,74,Medium,3,Low,Medium,Public,Positive,1,High School,Female,66
30,98,Low,Low,Yes,5,50,High,0,Low,High,Public,Negative,2,College,Male,70
23,87,Low,High,No,8,76,Medium,2,High,Medium,Public,Positive,5,Postgraduate,Female,71
19,63,Low,High,Yes,7,58,Medium,2,Low,High,Private,Neutral,3,Postgraduate,Female,64
26,78,Low,High,Yes,7,78,Low,4,Medium,Medium,Private,Neutral,4,High School,Female,69
27,96,Medium,High,Yes,9,87,Low,0,Medium,High,Public,Positive,2,College,Male,72
13,64,Medium,Low,Yes,6,77,Medium,0,Low,High,Public,Neutral,4,High School,Male,60
24,100,Medium,Low,Yes,7,82,Low,1,Medium,High,Private,Positive,3,High School,Male,71
24,98,Medium,Medium,Yes,5,55,High,0,Medium,Medium,Public,Positive,3,High School,Male,71
18,63,High,High,No,9,55,Medium,2,High,High,Private,Positive,2,Postgraduate,Female,66
28,97,Medium,Medium,No,9,93,Low,3,Medium,High,Public,Neutral,3,High School,Female,74
19,75,Medium,Medium,No,8,52,High,0,Low,Medium,Public,Negative,4,Postgraduate,Male,64
21,94,Medium,Low,Yes,7,64,Low,2,Medium,Medium,Private,Neutral,2,High School,Male,68
19,77,High,Low,No,6,97,Low,4,Low,Medium,Public,Negative,2,High School,Male,66
20,78,Medium,Medium,No,5,73,Low,1,Low,Medium,Public,Negative,3,College,Female,65
13,85,Low,High,Yes,7,84,Medium,0,Low,Medium,Public,Neutral,5,High School,Female,64
11,91,Medium,Low,No,8,61,Medium,1,High,Medium,Private,Positive,3,Postgraduate,Male,65
30,61,High,High,No,10,64,Low,4,Medium,Medium,Public,Positive,2,Postgraduate,Male,69
15,84,Medium,High,Yes,6,75,Medium,2,Medium,Medium,Private,Positive,4,Postgraduate,Female,68
14,67,Medium,High,No,7,82,Low,1,Medium,Medium,Public,Neutral,3,High School,Female,62
7,74,Low,High,No,9,98,High,3,High,Low,Public,Neutral,2,High School,Male,63
16,74,High,Low,No,9,79,High,0,High,Medium,Public,Neutral,4,Postgraduate,Female,65
12,79,Low,High,No,6,55,Medium,1,Low,High,Private,Neutral,4,College,Female,62
30,73,Low,Medium,No,7,68,Medium,0,Low,High,Public,Positive,2,Postgraduate,Male,67
26,64,Low,High,No,6,62,Low,1,Low,Medium,Private,Positive,5,High School,Male,64
16,66,Medium,Low,No,6,63,Low,2,Medium,High,Public,Neutral,3,College,Male,61
34,61,Low,Medium,No,9,75,Medium,1,Low,Medium,Public,Neutral,2,College,Male,65
26,79,High,Low,No,7,66,Medium,1,High,Medium,Public,Positive,5,High School,Male,67
18,98,High,Low,No,7,64,Medium,0,Medium,Medium,Public,Positive,4,Postgraduate,Male,70
5,65,Medium,High,Yes,7,98,Low,1,Low,Low,Private,Positive,3,High School,Male,59
34,98,Medium,High,No,7,79,Medium,1,Low,Medium,Private,Neutral,4,College,Male,75
12,89,Low,Medium,Yes,7,63,Medium,4,Low,High,Public,Neutral,2,College,Male,67
10,85,Medium,Medium,Yes,6,64,Low,1,Medium,Medium,Public,Negative,3,College,Male,64
26,86,Medium,High,Yes,9,91,Medium,3,High,Medium,Public,Neutral,3,High School,Female,72
35,93,Medium,Medium,Yes,6,94,Medium,5,Medium,Medium,Public,Neutral,2,College,Female,76
28,64,Medium,High,Yes,6,84,Low,2,Medium,Medium,Private,Positive,2,Postgraduate,Male,69
23,80,Low,Medium,No,7,72,Low,0,Low,High,Public,Negative,5,High School,Male,65
24,88,High,Medium,No,10,88,Low,2,High,High,Public,Positive,1,Postgraduate,Female,72
25,83,Medium,High,Yes,6,97,Low,0,Low,Low,Public,Neutral,4,High School,Male,69
25,93,High,Medium,No,8,58,Medium,0,High,Medium,Private,Positive,4,High School,Female,71
22,63,High,Medium,No,7,93,High,0,Medium,Medium,Private,Neutral,2,High School,Male,64
21,88,High,High,Yes,7,92,High,2,Medium,Medium,Public,Positive,3,Postgraduate,Female,74
20,81,Medium,High,Yes,8,68,Medium,0,Medium,Medium,Public,Neutral,3,College,Male,68
15,75,Medium,High,Yes,4,65,High,1,Low,Low,Private,Positive,4,Postgraduate,Female,66
18,74,Medium,Medium,No,6,78,High,0,High,Medium,Public,Positive,2,High School,Female,65
10,85,High,Medium,Yes,8,64,Low,2,High,Medium,Public,Neutral,3,Postgraduate,Female,67
19,96,Medium,Medium,No,7,57,High,0,Low,Medium,Public,Positive,3,High School,Female,69
14,80,High,Low,Yes,7,98,High,2,Low,High,Private,Negative,2,High School,Male,66
13,93,Medium,High,Yes,8,75,Medium,1,Medium,Medium,Private,Positive,2,High School,Male,69
21,76,Medium,Medium,Yes,6,74,Medium,2,Medium,Medium,Private,Neutral,3,High School,Male,67
28,64,Medium,Medium,Yes,9,56,Medium,1,Low,Low,Public,Negative,2,College,Male,64
26,62,High,High,No,8,75,Medium,2,Medium,Medium,Public,Neutral,2,College,Male,67
11,62,Low,High,Yes,7,87,High,3,Low,High,Public,Positive,3,High School,Female,61
14,75,Medium,Low,Yes,8,62,Low,0,High,Medium,Public,Negative,2,High School,Female,61
26,73,Medium,Medium,Yes,9,68,High,4,Medium,Medium,Public,Neutral,2,High School,Male,68
14,89,Low,High,No,6,59,Low,2,Low,High,Public,Neutral,5,Postgraduate,Male,66
19,90,Medium,Medium,No,8,68,Low,0,High,Medium,Public,Negative,4,High School,Male,66
23,62,Medium,High,No,10,93,High,2,Low,,Public,Positive,4,College,Female,68
14,69,Low,High,No,8,62,High,1,Medium,High,Private,Neutral,2,High School,Male,63
21,71,Medium,Medium,Yes,7,51,Medium,3,Medium,High,Private,Neutral,3,Postgraduate,Female,66
12,82,High,Medium,Yes,10,77,High,0,Medium,Medium,Public,Neutral,4,College,Female,66
16,66,High,Medium,Yes,7,79,High,0,High,High,Private,Neutral,3,College,Female,66
22,65,Medium,Medium,Yes,9,66,High,2,Medium,Medium,Public,Negative,4,High School,Male,65
10,98,Medium,Medium,Yes,6,82,Medium,2,High,Medium,Public,Positive,2,College,Male,69
23,92,Medium,High,No,9,52,High,1,High,Medium,Private,Positive,2,High School,Female,71
20,67,High,High,No,6,67,High,1,Medium,High,Public,Positive,2,College,Female,66
23,76,Medium,Medium,Yes,7,57,High,1,Medium,Medium,Public,Negative,3,High School,Female,66
21,74,Medium,High,Yes,6,61,Low,0,Low,Medium,Private,Positive,4,High School,Male,65
28,92,Low,Medium,No,10,69,Medium,4,Low,Medium,Public,Neutral,4,High School,Female,71
21,80,Medium,High,No,7,75,High,3,Medium,High,Private,Neutral,2,High School,Male,69
17,65,Low,Low,Yes,5,55,Medium,2,Low,Medium,Public,Positive,3,High School,Female,61
21,90,High,Medium,Yes,7,55,High,1,Low,High,Public,Neutral,4,High School,Female,70
23,76,Medium,Medium,No,8,84,High,2,High,Medium,Public,Positive,4,College,Female,70
20,71,Medium,Medium,No,7,70,High,0,High,High,Public,Negative,4,High School,Female,65
20,75,Medium,Low,Yes,6,59,Medium,2,Medium,Medium,Public,Negative,1,Postgraduate,Male,64
16,80,High,High,Yes,9,62,Low,0,High,Medium,Public,Neutral,4,Postgraduate,Female,68
16,74,Low,Medium,Yes,9,86,Low,1,Low,Medium,Private,Neutral,2,High School,Female,63
12,70,Medium,High,No,5,53,Medium,2,Low,Medium,Private,Positive,3,College,Male,63
30,76,Medium,Medium,Yes,6,75,Low,3,High,Medium,Public,Positive,3,College,Female,71
13,61,High,Low,No,7,68,Low,1,Medium,Medium,Public,Neutral,2,High School,Male,58
16,91,Medium,Medium,Yes,6,91,Medium,1,Medium,Medium,Public,Neutral,2,High School,Female,68
16,67,Medium,High,No,8,90,High,1,High,Low,Public,Neutral,4,High School,Male,65
25,62,Medium,Medium,No,10,84,Low,2,Low,Medium,Public,Positive,3,College,Female,65
18,86,High,Low,Yes,6,69,Low,2,Medium,High,Public,Positive,2,High School,Male,68
27,91,Low,High,Yes,9,82,Medium,0,Low,Low,Public,Neutral,1,High School,Male,69
16,93,Medium,Medium,Yes,5,82,Low,5,High,Medium,Public,Positive,1,High School,Male,71
22,80,Low,Medium,No,8,67,Low,2,Low,Low,Private,Positive,2,Postgraduate,Male,65
15,68,Low,Medium,Yes,6,94,Low,0,Medium,High,Public,Neutral,5,Postgraduate,Female,64
33,89,Low,Medium,No,8,99,Medium,2,High,High,Private,Positive,4,College,Male,75
13,88,High,Medium,No,4,66,Low,1,Low,High,Public,Positive,4,High School,Female,67
22,70,Medium,High,Yes,5,90,High,1,Medium,High,Public,Neutral,3,College,Female,68
24,96,High,High,No,8,75,Low,1,Medium,Medium,Public,Positive,1,College,Female,72
22,64,Medium,Medium,No,6,73,High,3,Medium,Medium,Public,Positive,4,Postgraduate,Female,67
19,99,High,Medium,No,7,69,Medium,1,High,Medium,Public,Positive,3,High School,Male,72
19,94,Medium,Low,Yes,10,65,High,1,Low,High,Public,Negative,3,Postgraduate,Male,69
20,88,Low,Low,No,7,96,Low,0,High,High,Public,Positive,3,Postgraduate,Male,68
19,98,Medium,Medium,Yes,8,87,Medium,0,Medium,Medium,Private,Negative,6,High School,Male,70
26,89,Medium,Medium,No,6,72,High,1,Low,Medium,Public,Neutral,3,College,Female,69
33,68,Medium,Low,Yes,5,88,Medium,2,Low,Medium,Public,Negative,1,College,Male,67
17,78,Medium,Medium,No,7,86,Medium,0,Low,Low,Public,Neutral,3,College,Female,63
12,63,Medium,High,No,5,63,Low,4,Low,Medium,Private,Positive,2,High School,Male,61
19,76,Medium,High,Yes,6,59,Medium,1,Medium,Medium,Public,Neutral,3,High School,Female,66
35,90,High,Medium,Yes,7,92,Low,0,Low,Medium,Private,Neutral,4,High School,Male,73
15,75,Medium,High,Yes,7,91,High,0,Medium,High,Public,Neutral,3,College,Male,67
30,73,High,Medium,Yes,8,100,Medium,2,High,High,Public,Neutral,2,High School,Female,72
30,84,High,Medium,No,8,51,Low,1,Low,Medium,Public,Positive,4,Postgraduate,Male,69
17,95,Low,High,No,5,77,Medium,2,Medium,Medium,Public,Positive,4,High School,Female,69
23,62,Low,High,Yes,6,85,Medium,1,Low,Medium,Public,Negative,3,College,Male,63
30,75,Medium,Medium,Yes,4,79,Low,0,Medium,Medium,Public,Negative,4,High School,Male,67
18,66,Medium,Medium,No,6,86,Medium,0,High,Medium,Public,Positive,2,High School,Female,63
19,88,Medium,High,Yes,8,57,Low,1,Medium,Low,Private,Negative,4,College,Male,66
17,64,Medium,Medium,No,9,50,Medium,2,Low,High,Public,Positive,4,High School,Female,62
14,87,Medium,Medium,Yes,7,55,Medium,2,Low,High,Private,Positive,4,Postgraduate,Male,68
16,71,Medium,High,No,9,69,Medium,1,Low,Medium,Public,Neutral,4,Postgraduate,Female,65
13,68,Low,Low,Yes,8,66,Medium,0,Medium,Low,Public,Neutral,4,College,Male,59
20,97,High,Medium,Yes,7,94,High,1,Medium,Medium,Public,Negative,1,College,Male,72
15,61,Medium,High,Yes,6,54,Medium,0,High,High,Private,Neutral,2,Postgraduate,Male,63
21,78,Medium,Medium,No,4,72,Medium,1,Medium,High,Public,Neutral,4,Postgraduate,Male,68
11,61,Medium,Medium,Yes,9,98,High,0,Medium,High,Public,Negative,2,High School,Male,61
22,79,Low,Medium,No,7,75,Low,1,Low,High,Private,Neutral,3,High School,Female,65
25,80,Medium,Medium,Yes,9,57,Low,2,Low,High,Public,Positive,3,High School,Female,68
8,73,Low,Medium,Yes,6,65,High,1,Low,Medium,Public,Neutral,4,College,Male,61
22,65,Low,Low,Yes,10,81,Medium,1,Low,,Private,Neutral,3,Postgraduate,Male,63
27,75,Medium,Medium,Yes,7,51,High,1,Medium,Low,Public,Negative,2,Postgraduate,Male,67
13,87,Low,Medium,Yes,6,98,Low,0,High,High,Public,Positive,3,Postgraduate,Male,66
30,91,Medium,Medium,Yes,7,78,High,3,Medium,Medium,Private,Positive,2,Postgraduate,Male,75
23,81,Medium,Medium,No,7,85,Low,0,Medium,Medium,Public,Positive,4,High School,Male,68
16,84,Low,Medium,No,7,75,High,2,Medium,Medium,Public,Negative,3,High School,Female,65
20,68,Low,Medium,No,6,98,High,0,Low,High,Public,Negative,4,High School,Female,64
23,71,High,Medium,Yes,4,79,Medium,2,Low,Medium,Public,Positive,3,,Male,67
20,66,Low,Medium,Yes,6,83,Medium,2,Low,Medium,Private,Neutral,3,College,Male,64
23,70,Medium,High,Yes,9,93,Medium,0,Low,High,Public,Neutral,2,Postgraduate,Female,67
14,69,Medium,High,Yes,6,93,Low,2,Low,Medium,Private,Neutral,0,High School,Male,63
21,81,High,Medium,Yes,4,51,Medium,0,Medium,Medium,Private,Positive,2,College,Female,67
12,83,High,Low,Yes,5,64,Medium,1,High,Medium,Private,Negative,2,Postgraduate,Female,65
19,98,High,Low,Yes,7,62,High,1,Low,High,Public,Neutral,2,High School,Female,70
15,68,Medium,Medium,Yes,6,50,High,2,High,Low,Public,Neutral,3,High School,Male,62
16,86,High,Medium,Yes,7,94,Medium,2,Low,High,Public,Neutral,3,High School,Female,69
27,93,Medium,Low,Yes,6,66,Medium,2,Medium,Medium,Public,Negative,3,College,Female,70
27,82,Medium,Medium,Yes,9,67,Low,1,Low,High,Private,Neutral,2,High School,Male,68
24,70,Medium,High,No,8,55,Medium,4,Low,High,Public,Positive,4,Postgraduate,Female,68
13,71,Medium,Medium,Yes,10,99,Medium,0,Low,Medium,Public,Neutral,3,Postgraduate,Male,64
18,62,Low,High,Yes,6,91,High,4,Low,Medium,Private,Neutral,1,High School,Male,63
27,72,Low,Low,Yes,7,79,Medium,2,High,High,Public,Positive,2,Postgraduate,Female,68
21,90,High,Low,Yes,9,89,Low,1,Low,Low,Public,Neutral,2,High School,Female,67
34,62,High,Low,No,8,89,Low,3,Low,Medium,Private,Neutral,4,College,Female,68
22,69,Medium,High,Yes,6,83,Medium,1,Low,Medium,Public,Positive,2,College,Female,66
21,88,Medium,Medium,Yes,8,59,Low,2,Medium,Medium,Private,Negative,1,Postgraduate,Male,67
18,91,High,Medium,No,8,86,High,1,Medium,Medium,Public,Neutral,4,High School,Male,69
21,78,High,Medium,Yes,4,78,Medium,2,High,Medium,Private,Negative,3,,Male,68
19,88,Medium,High,No,6,86,Medium,4,Medium,Medium,Public,Positive,3,College,Male,70
24,76,Medium,Medium,No,7,77,Medium,3,Medium,Medium,Private,Negative,4,Postgraduate,Female,68
