n_tokens_title,n_tokens_content,n_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,title_subjectivity,title_sentiment_polarity,shares
9,883,0.4417531713,19,19,19,0,4.702151755,8,0,0,0,0,1,0,217,593,310.375,1200,17100,11962.5,726.6,2082.425,1596.953099,3151.157895,0,0,1,0,0,0,0,0,0.5283526256,0.3118054771,0.08267270668,0.01472253681,0.8488372093,0.1511627907,0,0,663
13,178,0.6348314571,3,3,1,0,4.342696629,10,0,0,0,0,1,0,217,788,333.1111111,0,28000,12348.8,0,2194.710425,1375.629491,757.5,0,0,0,0,1,0,0,0,0.5473544974,0.1967724868,0.06179775281,0.01685393258,0.7857142857,0.2142857143,0.6428571429,0.2142857143,1000
9,787,0.5199485193,16,15,26,0,4.536213469,6,0,0,0,0,1,0,217,1200,401.8333333,2600,28000,16500,1566.653846,2194.710425,1834.339231,2822.769231,0,0,0,0,1,0,0,0,0.4351952707,0.1374377415,0.02287166455,0.01270648031,0.6428571429,0.3571428571,0.4880952381,0.2321428571,658
6,325,0.6130030941,1,1,0,0,4.501538462,9,0,0,0,0,1,0,217,695,332.75,0,28000,11744.44444,0,2462.526316,1589.18275,0,0,0,0,0,1,0,0,0,0.3845663265,0.1433673469,0.02461538462,0.009230769231,0.7272727273,0.2727272727,0,0,1400
10,476,0.4965831424,4,4,4,0,4.06512605,10,0,0,0,0,1,0,217,1200,380.125,0,28000,10990,0,2194.710425,1282.473608,1300,0,0,0,0,1,0,0,0,0.6415263749,0.3054252846,0.03991596639,0.006302521008,0.8636363636,0.1363636364,0.3333333333,0.25,1500
12,470,0.4871244625,3,3,7,0,4.389361702,10,0,0,0,0,1,0,217,742,357.5,0,28000,11460,0,2695.916667,1466.526157,0,0,0,0,0,1,0,0,0,0.3817810458,0.1045098039,0.03617021277,0.01914893617,0.6538461538,0.3461538462,0,0,2300
8,252,0.6355932176,4,3,1,10,4.416666667,10,0,0,0,0,0,0,217,761,508.7777778,0,28000,15040,0,5373.285714,2713.57846,4350,0,0,0,0,1,0,0,0,0.5517598344,0.3557971014,0.0753968254,0.003968253968,0.95,0.05,0.4,0.1,5200
7,203,0.6683673435,4,0,1,0,4.980295567,5,0,0,0,0,0,1,217,1100,525.5,0,37400,11900,0,2414.012903,1480.001265,0,0,0,0,0,0,1,0,1,0.4558080808,0.08998316498,0.039408867,0.02463054187,0.6153846154,0.3846153846,0,0,5300
11,351,0.5214899699,9,6,1,0,4.626780627,6,0,0,0,0,1,0,217,1300,507.8,0,37400,13166.66667,0,2414.012903,1603.704504,1700,0,0,0,0,0,1,0,1,0.3843294052,0.1849747475,0.05128205128,0.01424501425,0.7826086957,0.2173913043,0.7,0.4,1600
11,566,0.5531135521,18,2,11,0,4.360424028,9,0,0,0,0,0,0,217,823,483.4285714,0,37400,10624.77778,0,3579.418605,1758.927575,3700,0,0,0,0,0,1,0,1,0.4496572872,0.13901921,0.04240282686,0.01943462898,0.6857142857,0.3142857143,0.5,0.4,6300
13,297,0.532203388,1,1,21,0,4.902356902,7,0,0,0,0,1,0,217,835,335.4285714,1100,37400,17714.28571,1011.666667,2414.012903,1731.09961,1000,0,0,0,0,0,1,0,1,0.5099431818,0.1102746212,0.02693602694,0.01346801347,0.6666666667,0.3333333333,0.5,0.5,2000
8,104,0.7549019534,4,2,1,0,4.644230769,10,0,0,0,0,0,0,217,1100,568.5714286,0,37400,12750,0,7054.090909,2342.055575,0,0,0,0,0,0,1,0,1,0.6775,0.385,0.06730769231,0.009615384615,0.875,0.125,0.75,0.5,2300
9,1438,0.4660537479,56,47,1,0,4.829624478,9,0,0,0,0,1,0,217,690,381,0,37400,10877.77778,0,3482.25,1684.778674,4718.023256,0,0,0,0,0,1,0,1,0.4412490171,0.1625863982,0.0528511822,0.01321279555,0.8,0.2,0,0,1900
13,293,0.5853658516,6,5,1,0,4.66552901,8,0,0,0,1,0,0,217,1900,838.3333333,0,37400,10562.5,0,7250,2187.254589,1700,0,0,0,0,0,1,0,1,0.4521818182,0.2344545455,0.05802047782,0.006825938567,0.8947368421,0.1052631579,0.5,0.5,1700
7,655,0.5241809664,12,12,26,0,4.465648855,8,0,0,0,0,1,0,217,1700,486.5,4800,37400,15162.5,1221.792453,3250,2217.031929,1541.333333,0,0,0,0,0,1,0,1,0.5931598124,0.2310642136,0.02442748092,0.0106870229,0.6956521739,0.3043478261,1,0.5,1600
10,995,0.3806122445,20,0,1,0,4.357788945,9,0,0,1,0,0,0,217,3200,940.2,0,37400,7177.777778,0,3931.25,1457.97101,0,0,0,0,0,0,1,0,1,0.4516879109,0.08070125862,0.04824120603,0.02613065327,0.6486486486,0.3513513514,0.6666666667,-0.7,1400
14,138,0.7153284619,8,0,0,0,4.210144928,9,0,0,1,0,0,0,217,1100,466.8333333,0,37400,8833.333333,0,3833.428571,1394.364308,0,0,0,0,0,0,1,0,1,0.4411848073,0.1505952381,0.05797101449,0.02173913043,0.7272727273,0.2727272727,0,0,2100
13,1081,0.4203581523,21,21,20,0,4.585568918,8,0,0,0,0,1,0,217,343,247.1428571,0,37400,15337.5,0,2414.012903,1604.762554,2950.47619,0,0,0,0,0,1,0,1,0.5041070408,0.2787705219,0.07400555042,0.01295097132,0.8510638298,0.1489361702,0,0,3400
12,321,0.617554857,1,1,0,0,4.336448598,10,0,0,0,0,1,0,217,454,273,0,37400,16800,0,2584.305556,1491.212861,0,0,0,0,0,0,1,0,1,0.4713068182,0.1451704545,0.05607476636,0.01557632399,0.7826086957,0.2173913043,0.6666666667,0.1666666667,1000
10,910,0.4495005544,20,19,20,0,4.685714286,10,0,0,0,0,1,0,217,343,247.1428571,0,37400,13060,0,2414.012903,1232.782305,3151.157895,0,0,0,0,0,1,0,1,0.495284632,0.2517484848,0.08131868132,0.01758241758,0.8222222222,0.1777777778,0,0,1800
13,747,0.5190217384,14,11,1,0,4.431057564,8,0,0,0,0,0,1,217,495,371,0,37400,12975,0,5560.210526,1831.963565,4072.727273,0,0,0,0,0,1,0,1,0.41047947,0.08918929555,0.03614457831,0.01606425703,0.6923076923,0.3076923077,0.3,1,25200
10,1159,0.3991266372,21,20,19,0,4.564279551,10,1,0,0,0,0,0,217,705,350.7142857,0,37400,13370,0,2709.25,1402.782388,3151.157895,0,0,0,0,0,1,0,1,0.5060387625,0.2838343461,0.07247627265,0.01121656601,0.8659793814,0.1340206186,0.6428571429,0.2142857143,15700
11,147,0.7346938726,6,4,0,0,4.646258503,9,0,0,0,0,0,1,217,2800,886.4444444,4900,37400,16500,1685.097222,7250,3181.601011,4800,0,0,0,0,0,1,0,1,0.4263888889,0.1118055556,0.04081632653,0.02721088435,0.6,0.4,0.05,-0.075,1700
12,138,0.6449275316,5,3,0,1,4.130434783,8,0,0,0,0,0,0,217,513,362.3333333,0,37400,17412.5,0,4837.344828,2284.539006,1000,0,0,0,0,0,1,0,1,0.4888888889,-0.1287037037,0.01449275362,0.03623188406,0.2857142857,0.7142857143,0.75,-0.25,2700
9,738,0.4028776973,11,1,11,0,4.440379404,10,0,0,0,0,1,0,217,761,409.125,0,37400,12590,0,4103.2,1868.482727,0,0,0,0,0,0,1,0,1,0.4629215888,0.2063388118,0.05555555556,0.01761517615,0.7592592593,0.2407407407,0.5,0.5,5400
7,935,0.4490238607,31,31,20,0,4.730481283,5,0,0,0,0,1,0,217,217,217,0,37400,17740,0,2414.012903,1533.298151,5335.6,0,0,0,0,0,1,0,1,0.5143332008,0.2871340224,0.08128342246,0.01497326203,0.8444444444,0.1555555556,0.5,0.5,1300
10,1036,0.4253658532,26,20,20,1,4.648648649,8,0,0,0,0,1,0,217,4600,791.25,4600,37400,16900,1221.792453,4600,2115.977882,3151.157895,0,0,0,0,0,1,0,1,0.5327636913,0.2994084725,0.07915057915,0.01351351351,0.8541666667,0.1458333333,0,0,3800
10,996,0.4903748729,12,1,1,0,4.704819277,5,0,0,0,0,0,1,217,373,299.3333333,0,37400,13660,0,2539.224242,1295.119872,0,0,0,0,0,0,0,1,1,0.4421895109,0.05703828829,0.0281124498,0.01807228916,0.6086956522,0.3913043478,1,1,7900
10,331,0.6913183258,18,5,1,0,5.063444109,10,0,0,0,0,0,0,217,1700,559.75,0,37400,10940,0,3725,2231.60141,1366.666667,0,0,0,0,0,0,1,1,0.5347222222,0.4107638889,0.04531722054,0.006042296073,0.8823529412,0.1176470588,0.5,0.3,731
10,497,0.5338809024,14,3,9,0,4.503018109,6,0,0,0,0,0,0,217,690,408,0,37400,14250,0,3645.978261,2000.217084,4600,0,0,0,0,0,0,1,1,0.493962585,0.1597600151,0.0523138833,0.02213279678,0.7027027027,0.2972972973,0,0,1900
9,678,0.4932735419,16,0,1,0,4.668141593,9,0,0,1,0,0,0,217,2500,764.2857143,0,37400,7327.666667,0,3405,1549.400224,0,0,0,0,0,0,0,1,1,0.4959226488,0.1979153783,0.07079646018,0.0191740413,0.7868852459,0.2131147541,0,0,3100
7,211,0.6363636332,13,1,11,0,5.061611374,8,1,0,0,0,0,0,217,690,421.8,0,37400,9187.5,0,2600.1,1470.175665,2700,0,0,0,0,0,0,1,1,0.4514141414,0.1038131313,0.03317535545,0.01421800948,0.7,0.3,0.4,0.1,1900
9,1821,0.3736871197,30,24,20,0,4.449203734,10,1,0,0,0,0,0,217,2000,466.5555556,0,37400,13090,0,2539.224242,1707.207924,3022.47619,0,0,0,0,0,0,1,1,0.5079214568,0.2380075113,0.05161998902,0.01208127403,0.8103448276,0.1896551724,0.9,0.6,9700
12,190,0.6223404222,4,2,0,0,5.026315789,6,0,0,0,0,0,1,217,737,405.3333333,5700,37400,21650,1460.032258,3328.8,2410.725827,4800,0,0,0,0,0,0,1,1,0.4376217532,0.2335633117,0.02105263158,0.005263157895,0.8,0.2,0,0,3400
13,174,0.6589595338,3,3,1,2,4.597701149,7,0,1,0,0,0,0,217,631,399.3333333,0,37400,13457.14286,0,4257.25,1447.604192,1333.333333,0,0,0,0,0,0,1,1,0.437826087,0.4754347826,0.1091954023,0.01149425287,0.9047619048,0.09523809524,0.5,0.3,894
10,1245,0.43289689,44,5,16,2,5.106024096,10,0,1,0,0,0,0,217,924,451.2857143,0,37400,19460,0,7138.545455,2709.753639,1575,0,0,0,0,0,0,1,1,0.3435092993,0.1369497555,0.03614457831,0.01285140562,0.737704918,0.262295082,0.5,0.35,1300
16,83,0.8433734838,5,3,1,0,4.795180723,10,0,0,0,0,0,0,217,462,335.7142857,0,37400,11670,0,3645.978261,1460.014946,6700,0,0,0,0,0,0,1,1,0.4023809524,0.1976190476,0.04819277108,0.02409638554,0.6666666667,0.3333333333,0,0,2100
11,400,0.5064267339,13,1,1,0,4.7325,6,0,0,0,0,1,0,217,217,217,0,37400,9083.333333,0,2539.224242,743.5451619,2100,0,0,0,0,0,0,1,1,0.4416125541,0.1421953047,0.0325,0.01,0.7647058824,0.2352941176,0.75,0.25,12100
6,279,0.6499999975,4,3,1,10,4.430107527,10,0,0,0,0,0,0,217,761,508.8,5200,37400,22940,2350,6899.583333,3760.874094,4350,0,0,0,0,0,0,1,1,0.5817659352,0.2747779519,0.07168458781,0.02150537634,0.7692307692,0.2307692308,1,0.6,1400
9,180,0.6480446891,16,3,7,0,4.516666667,6,0,0,0,0,0,0,217,3400,1201.666667,1600,37400,14133.33333,1034,3645.978261,2705.867084,2200,0,0,0,0,0,0,1,1,0.6424242424,0.1227272727,0.03333333333,0.01666666667,0.6666666667,0.3333333333,0,0,3700
12,771,0.4929971982,11,3,6,0,4.368352789,10,1,0,0,0,0,0,217,751,460,0,37400,9272.3,0,3216,1556.14575,1500,0,0,0,0,0,0,1,1,0.5536407155,0.2143203578,0.04928664073,0.01815823606,0.7307692308,0.2692307692,0.5,0.5,2200
12,327,0.6194968534,4,2,1,0,4.5382263,8,0,1,0,0,0,0,217,924,503.5714286,0,37400,29487.5,0,7138.545455,4179.363036,20050,0,0,0,0,0,0,1,1,0.4424242424,0.08360349822,0.02140672783,0.009174311927,0.7,0.3,0.1,0,1300
10,536,0.5415094329,8,1,1,0,4.654850746,8,0,0,0,0,1,0,217,343,278.6,0,37400,8862.5,0,2539.224242,1111.929769,0,0,0,0,0,0,0,1,1,0.5169232586,0.2255743802,0.06343283582,0.01305970149,0.8292682927,0.1707317073,0,0,1600
10,713,0.4050991496,7,5,1,0,4.451612903,6,0,0,0,0,0,1,217,1700,667,0,37400,13500,0,3725,2254.899893,7900,0,0,0,0,0,0,1,1,0.5009120047,0.1479050117,0.0476858345,0.0126227209,0.7906976744,0.2093023256,0,0,1400
10,456,0.6134259245,19,2,6,0,4.495614035,7,0,0,0,1,0,0,217,775,594.6666667,0,37400,12028.57143,0,3700.888889,2376.823304,39200,0,0,0,0,0,0,1,1,0.4603686636,0.1599078341,0.03728070175,0.01315789474,0.7391304348,0.2608695652,0.85,0.7,14300
11,416,0.5473684196,22,1,11,0,4.644230769,10,1,0,0,0,0,0,217,761,461.7777778,0,37400,12280,0,2865.071429,2110.368032,5500,0,0,0,0,0,0,1,1,0.4563797314,0.2464819902,0.04326923077,0.007211538462,0.8571428571,0.1428571429,0.65,0.35,33100
12,1267,0.5020341737,41,19,12,0,4.856353591,10,0,0,0,0,0,0,217,484,334.7142857,0,37400,12910,0,3721.045455,1888.391669,5079.210526,0,0,0,0,0,0,1,1,0.570251938,0.1593992248,0.04262036306,0.01894238358,0.6923076923,0.3076923077,0.75,-0.1,3400
10,165,0.6562499959,2,1,0,1,4.412121212,5,0,0,0,0,0,0,217,695,407,5200,37400,25320,2407.666667,4849.433333,3432.669592,0,0,0,0,0,0,0,1,1,0.4543589744,0.253974359,0.1272727273,0,1,0,0.5375,0.2715909091,5400
11,227,0.5799086732,14,3,10,0,4.731277533,6,0,0,0,0,0,0,217,573,378.75,0,37400,13500,0,3645.978261,1878.676608,1200,0,0,0,0,0,0,1,1,0.403780284,0.1876984127,0.04845814978,0.01762114537,0.7333333333,0.2666666667,0,0,5600
9,120,0.7999999933,7,1,0,0,4.45,7,0,0,0,0,0,0,217,737,457,0,37400,23700,0,6183,3342.659332,0,0,0,0,0,0,0,1,1,0.5068287037,0.09293981481,0.04166666667,0.04166666667,0.5,0.5,0,0,618
14,268,0.515037592,2,1,6,0,4.805970149,8,0,1,0,0,0,0,217,690,401.5,0,37400,15762.5,0,3645.978261,2071.215534,7300,0,0,0,0,0,0,1,1,0.6494331066,0.306292517,0.0671641791,0.01119402985,0.8571428571,0.1428571429,0,0,2300
9,695,0.4253393659,4,1,18,0,4.935251799,10,0,0,0,0,1,0,217,761,474,0,37400,13020,0,4155.62963,2023.676812,1900,1,0,0,0,0,0,0,0,0.4329122393,0.1302134986,0.04892086331,0.01151079137,0.8095238095,0.1904761905,0,0,8000
11,501,0.5454545444,6,1,1,0,4.758483034,4,0,0,0,0,0,1,217,5300,1549.5,7900,37400,23925,2381.742857,6600,3579.694449,7900,1,0,0,0,0,0,0,0,0.5284883721,0.01492248062,0.02594810379,0.03592814371,0.4193548387,0.5806451613,0,0,630
9,282,0.6214285692,6,3,0,1,4.570921986,7,0,0,0,0,0,1,217,5300,1134.666667,0,37400,21271.42857,0,6600,3024.59248,7900,1,0,0,0,0,0,0,0,0.3780701754,0.1780701754,0.0390070922,0.007092198582,0.8461538462,0.1538461538,0,0,2900
14,375,0.5561497311,3,1,1,0,4.442666667,4,0,0,1,0,0,0,217,441,352.6666667,0,37400,11225,0,2714.087571,1323.541458,0,1,0,0,0,0,0,0,0,0.5066919192,0.09751683502,0.04266666667,0.016,0.7272727273,0.2727272727,0.4545454545,0.1363636364,5800
10,324,0.5279503089,6,2,1,0,4.919753086,6,0,0,0,0,0,1,217,5300,1549.5,0,37400,15950,0,6600,2386.462966,3350,1,0,0,0,0,0,0,0,0.3623611895,0.07901373988,0.03395061728,0.01851851852,0.6470588235,0.3529411765,0,0,2000
11,792,0.4560943638,7,4,10,0,4.622474747,6,0,0,1,0,0,0,217,1300,683.6666667,2500,37400,11650,1465.478261,2850,2080.155729,1654.5,1,0,0,0,0,0,0,0,0.4715561411,0.1258307715,0.04419191919,0.0202020202,0.6862745098,0.3137254902,0.625,-0.375,1900
12,230,0.6210045634,7,1,1,0,4.673913043,5,0,0,1,0,0,0,217,1300,544.4,2800,37400,13480,1465.478261,2714.087571,1953.026875,1900,1,0,0,0,0,0,0,0,0.3717592593,0.1240740741,0.0347826087,0.01739130435,0.6666666667,0.3333333333,0.625,-0.375,909
13,732,0.4418604645,7,5,1,0,4.110655738,10,1,0,0,0,0,0,217,1200,481.7777778,0,37400,12350,0,2859.875,1947.832838,5900,1,0,0,0,0,0,0,0,0.3942435342,0.160981241,0.04098360656,0.004098360656,0.9090909091,0.09090909091,0,0,705
10,350,0.6156069346,10,0,1,0,5.02,7,1,0,0,0,0,0,217,761,475,0,37400,10193.14286,0,2859.875,1520.039401,0,1,0,0,0,0,0,0,0,0.4279104066,-0.02696184534,0.03714285714,0.02857142857,0.5652173913,0.4347826087,0,0,2700
12,315,0.5371621603,7,0,1,0,4.761904762,4,0,0,0,0,0,1,217,1700,675.5,1700,37400,22375,1700,3299.454545,2584.122371,0,1,0,0,0,0,0,0,0,0.5420454545,-0.359469697,0.009523809524,0.02222222222,0.3,0.7,1,-0.25,699
11,317,0.5555555538,11,11,1,1,4.258675079,9,0,1,0,0,0,0,217,7500,3229.8,0,37400,12133.33333,0,7500,2766.610916,5180,1,0,0,0,0,0,0,0,0.3558290699,0.258270366,0.04731861199,0.003154574132,0.9375,0.0625,0.3,0.2,2100
11,419,0.5724815711,7,1,1,0,4.732696897,8,0,0,0,0,0,1,217,593,372.75,0,37400,14475,0,4664.333333,1547.888891,8600,1,0,0,0,0,0,0,0,0.3757212885,0.1050735294,0.03341288783,0.01431980907,0.7,0.3,0.2,0.125,1900
8,275,0.6213235271,1,0,1,0,4.829090909,5,0,0,1,0,0,0,217,2000,700.2,2000,37400,11900,1156.1,2714.087571,1844.683166,0,1,0,0,0,0,0,0,0,0.3844532279,0.0777997365,0.04,0.01090909091,0.7857142857,0.2142857143,0.06666666667,0.01666666667,636
13,197,0.7309644633,4,3,0,1,4.543147208,5,0,1,0,0,0,0,217,1100,508.4,1300,37400,21420,1200,3691.869565,2458.661798,792.5,1,0,0,0,0,0,0,0,0.3843434343,0.1993506494,0.06598984772,0.01015228426,0.8666666667,0.1333333333,0.3,1,432
8,1046,0.4364161846,9,4,1,0,4.577437859,7,0,1,0,0,0,0,217,582,391.8333333,0,37400,17257.14286,0,4041.058824,2325.647368,1600,1,0,0,0,0,0,0,0,0.4793228165,0.1502835929,0.03728489484,0.007648183556,0.829787234,0.170212766,0,0,3000
11,732,0.4565517235,9,1,1,0,4.639344262,6,0,0,1,0,0,0,217,593,403.3333333,0,37400,11816.66667,0,4664.333333,1473.983194,610,1,0,0,0,0,0,0,0,0.4997534873,0.07927789803,0.02322404372,0.01912568306,0.5483870968,0.4516129032,0,0,621
14,207,0.6683168284,4,1,0,0,4.642512077,9,1,0,0,0,0,0,217,582,373.5,0,37400,13200,0,4041.058824,1711.673925,0,1,0,0,0,0,0,0,0,0.4911458333,0.1911458333,0.038647343,0.03381642512,0.5333333333,0.4666666667,0.5,0.5,5300
8,434,0.5419664256,8,0,1,0,4.896313364,5,0,0,0,0,1,0,217,308,247.3333333,0,37400,15940,0,2714.087571,1425.696361,0,1,0,0,0,0,0,0,0,0.3884408602,0.04301075269,0.02995391705,0.02073732719,0.5909090909,0.4090909091,0.4,0,1600
9,276,0.5729926986,6,2,0,0,4.757246377,8,0,0,0,0,0,1,217,454,350.4,0,37400,16662.5,0,2837.439024,1603.830674,1700,1,0,0,0,0,0,0,0,0.4853269537,0.1992822967,0.04347826087,0.007246376812,0.8571428571,0.1428571429,0.1,0.2,1700
12,497,0.5145228205,5,2,1,0,4.609657948,4,0,0,1,0,0,0,217,484,367,0,37400,13600,0,2714.087571,1516.828958,2000,1,0,0,0,0,0,0,0,0.3978978979,0.1695877696,0.04828973843,0.01207243461,0.8,0.2,0.1,0.2,649
9,91,0.7078651606,3,0,1,0,4.406593407,3,0,0,1,0,0,0,217,400,308.5,0,37400,14300,0,2714.087571,1393.188611,0,1,0,0,0,0,0,0,0,0.275,-0.04285714286,0,0.01098901099,0,1,0.375,0,476
11,176,0.6321839044,3,0,0,1,4.511363636,10,0,0,1,0,0,0,217,1200,538.1111111,0,37400,9860,0,3691.869565,1928.281971,0,1,0,0,0,0,0,0,0,0.4140151515,0.2210497836,0.05681818182,0.01136363636,0.8333333333,0.1666666667,0,0,1300
12,415,0.5994962202,22,4,1,0,4.597590361,10,0,1,0,0,0,0,217,924,524.2222222,0,37400,22520,0,6248,3251.758564,2400,1,0,0,0,0,0,0,0,0.5161896745,0.2162457912,0.04578313253,0.009638554217,0.8260869565,0.1739130435,0,0,1900
12,1298,0.4127725853,13,0,1,0,4.63174114,9,0,0,0,0,1,0,217,2800,770.8333333,0,37400,11033.33333,0,3720.733333,1733.882314,0,1,0,0,0,0,0,0,0,0.4697111123,0.2009982478,0.05084745763,0.01386748844,0.7857142857,0.2142857143,0.2,0.2,1700
13,273,0.592452828,5,1,1,0,4.879120879,5,0,0,0,0,0,1,217,427,339,0,37400,12800,0,2714.087571,1260.373654,1300,1,0,0,0,0,0,0,0,0.3752206127,0.1256660007,0.04761904762,0.01465201465,0.7647058824,0.2352941176,1,0.65,1800
10,601,0.524369747,19,0,1,0,4.712146423,7,0,0,0,0,0,1,217,412,326,0,37400,13357.14286,0,3299.454545,1456.868246,0,1,0,0,0,0,0,0,0,0.3856442577,-0.01024159664,0.0149750416,0.01996672213,0.4285714286,0.5714285714,0,0,586
7,221,0.5714285688,4,0,1,0,4.624434389,8,0,0,1,0,0,0,217,1900,717.8,0,37400,6562.5,0,2714.087571,1143.785435,0,1,0,0,0,0,0,0,0,0.459375,0.1577083333,0.04977375566,0.009049773756,0.8461538462,0.1538461538,0.6666666667,0.3333333333,1100
10,205,0.6363636332,3,1,1,0,4.365853659,5,0,0,0,1,0,0,217,690,444.6666667,0,37400,11400,0,3595.578947,1454.89997,0,1,0,0,0,0,0,0,0,0.3846212121,0.2211363636,0.0243902439,0.00487804878,0.8333333333,0.1666666667,0,0,992
11,469,0.5517241367,7,2,1,1,4.452025586,5,0,1,0,0,0,0,217,582,383,0,37400,18840,0,4041.058824,1979.899649,1700,1,0,0,0,0,0,0,0,0.5199548678,0.1929089527,0.07036247335,0.0170575693,0.8048780488,0.1951219512,0.225,0.2,950
13,208,0.7029702936,4,3,0,1,4.201923077,5,0,0,0,0,0,0,217,573,382.6,3000,37400,24880,1543,4696.454545,3226.453765,9100,1,0,0,0,0,0,0,0,0.4138746439,0.2145014245,0.03365384615,0.02403846154,0.5833333333,0.4166666667,0.1666666667,-0.1666666667,903
9,349,0.5730659009,5,4,1,0,4.452722063,6,0,0,0,0,1,0,217,536,280.8,0,37400,9405.666667,0,2714.087571,1048.789824,1050,1,0,0,0,0,0,0,0,0.429754441,0.08921760711,0.05157593123,0.008595988539,0.8571428571,0.1428571429,0.4166666667,0.1931818182,1500
5,651,0.508885298,8,5,12,0,4.692780338,6,0,1,0,0,0,0,217,350,305.6666667,0,37400,13533.33333,0,3144.351852,1228.105288,1466.666667,1,0,0,0,0,0,0,0,0.5541493506,0.1952662338,0.04147465438,0.009216589862,0.8181818182,0.1818181818,0,0,1700
10,374,0.602150536,6,3,1,0,4.802139037,3,0,0,1,0,0,0,217,593,403.3333333,5500,37400,23633.33333,1465.478261,4664.333333,2947.966388,0,1,0,0,0,0,0,0,0,0.4011544012,0.1845862471,0.07486631016,0.002673796791,0.9655172414,0.03448275862,0.5070707071,0.1565656566,1600
8,264,0.5833333311,20,3,0,0,5.026515152,10,0,0,0,0,0,0,217,1400,504.3,1300,37400,22870,975,6056.545455,3297.737594,1777,1,0,0,0,0,0,0,0,0.5459259259,0.1637962963,0.04924242424,0.01136363636,0.8125,0.1875,0.5,0.3,1500
8,1202,0.3809121618,21,6,16,0,5.252911814,10,0,1,0,0,0,0,217,924,559.8,894,37400,25239.4,894,6248,3756.309315,1285,1,0,0,0,0,0,0,0,0.3145058645,0.1669575795,0.04742096506,0.0149750416,0.76,0.24,0.4,0.65,1200
10,203,0.6931216895,3,2,1,1,4.467980296,5,1,0,0,0,0,0,217,761,462.5,0,37400,14820,0,3875.285714,2440.394657,1200,1,0,0,0,0,0,0,0,0.4323106061,0.2143181818,0.05418719212,0.009852216749,0.8461538462,0.1538461538,0,0,1300
9,652,0.5317829449,10,5,1,1,4.88803681,7,0,0,0,0,1,0,217,459,339.3333333,0,37400,12742.85714,0,2860,1914.457265,1300,1,0,0,0,0,0,0,0,0.4163756614,0.2517989418,0.04141104294,0.01840490798,0.6923076923,0.3076923077,0.5,0.5,1300
9,714,0.5648854953,3,2,1,0,4.973389356,10,0,1,0,0,0,0,217,1700,654.4444444,0,37400,19579.4,0,6616.666667,3210.233125,1200,1,0,0,0,0,0,0,0,0.4035950444,0.2087446567,0.04341736695,0.01120448179,0.7948717949,0.2051282051,0.5,0.3,862
8,1579,0.3836838748,12,7,1,1,4.683343889,10,0,0,1,0,0,0,217,1400,550.1666667,0,37400,7390,0,3070.833333,1363.316583,1700,1,0,0,0,0,0,0,0,0.453545591,0.2166029666,0.05066497783,0.01329955668,0.7920792079,0.2079207921,0,0,1200
11,955,0.4380952376,25,24,19,0,4.745549738,10,1,0,0,0,0,0,217,1500,486.8888889,0,37400,16630,0,3720.733333,2224.753321,3008.190476,1,0,0,0,0,0,0,0,0.5161593615,0.2775777868,0.07539267016,0.01361256545,0.8470588235,0.1529411765,0.625,0,2600
8,701,0.4985422733,8,8,12,0,4.693295292,7,0,0,0,1,0,0,217,2600,905.1666667,0,37400,15771.42857,0,4155.62963,2621.470878,4350,1,0,0,0,0,0,0,0,0.4968514385,0.18359375,0.05848787447,0.01141226819,0.8367346939,0.1632653061,0,0,4900
8,633,0.4635761582,16,4,27,0,4.511848341,10,0,0,0,0,1,0,217,1100,451,0,37400,10700,0,2859.875,1532.911916,2375,1,0,0,0,0,0,0,0,0.5181481481,0.2638888889,0.04739336493,0.007898894155,0.8571428571,0.1428571429,0,0,1900
10,604,0.4616695052,11,5,26,0,4.533112583,10,0,0,0,0,1,0,217,1400,548.2222222,0,37400,11780,0,2850,1763.906665,3666.666667,1,0,0,0,0,0,0,0,0.4915785765,0.2286557435,0.04801324503,0.008278145695,0.8529411765,0.1470588235,0,0,2700
12,876,0.5172811054,17,1,1,0,5.119863014,7,0,0,1,0,0,0,217,1400,580.2,0,37400,10114.28571,0,3070.833333,1782.437976,0,1,0,0,0,0,0,0,0,0.4354455465,0.1661764426,0.07191780822,0.009132420091,0.8873239437,0.1126760563,0.5,0.5,1100
12,528,0.4951267047,9,2,1,0,4.147727273,6,0,1,0,0,0,0,217,582,432.75,0,37400,21933.33333,0,6545.769231,2740.877913,9600,1,0,0,0,0,0,0,0,0.4045857244,0.2120249421,0.05492424242,0.007575757576,0.8787878788,0.1212121212,0.2142857143,-0.07142857143,3000
